op_type, network_size, n_connections, total_time
lookup, 54, 5, 4.289915585398668
lookup, 54, 4, 2.279290508608349
lookup, 54, 3, 4.16723894742358
lookup, 54, 7, 4.545451429009414
lookup, 54, 4, 1.5024389984331648
join, 55, 138, 155.41025168814264
localize, 55, 5, 5.473262455987271
join, 56, 162, 147.36177636087618
join, 57, 109, 77.02040291847904
localize, 57, 5, 3.8343292528928363
lookup, 57, 4, 4.570441279322499
localize, 57, 5, 7.156848801008099
join, 58, 110, 75.98525201250108
join, 59, 127, 103.8772208399872
lookup, 59, 7, 7.662156210411675
localize, 59, 5, 3.5409290657727066
lookup, 59, 4, 5.318611702646935
join, 60, 148, 155.39960664119786
localize, 60, 182, 112.35939484463056
localize, 60, 6, 6.598247939356431
lookup, 60, 4, 4.606649213457489
join, 61, 120, 102.4859383201552
lookup, 61, 5, 5.913656257592772
localize, 61, 206, 126.4224969270639
join, 62, 118, 61.076406605529044
lookup, 62, 5, 2.1247160030043304
lookup, 62, 4, 3.4190385307623847
lookup, 62, 5, 4.303367807598482
lookup, 62, 5, 2.271776752916708
join, 63, 123, 149.78370910939216
join, 64, 130, 109.51967361828501
join, 65, 119, 119.27458346431489
lookup, 65, 6, 3.6079644159224036
lookup, 65, 6, 7.465098473983262
lookup, 65, 7, 3.8783607384938974
localize, 65, 226, 163.72157568664488
lookup, 65, 6, 4.822674145972098
lookup, 65, 4, 5.603937668632737
lookup, 65, 6, 4.251678092955265
localize, 65, 207, 158.67064172264008
localize, 65, 257, 161.64845741276773
lookup, 65, 3, 1.9754050815679043
localize, 65, 199, 205.300003989638
lookup, 65, 5, 2.1757818402477107
join, 66, 123, 85.80728290149584
join, 67, 129, 88.67031071408965
localize, 67, 4, 1.0265226633952442
localize, 67, 5, 1.6460681168266698
join, 68, 119, 102.88502174043458
join, 69, 123, 136.84651126669965
localize, 69, 4, 2.7384020563858815
lookup, 69, 6, 6.59393850702091
localize, 69, 6, 4.354302691692919
join, 70, 161, 139.33045082397217
join, 71, 137, 92.26614227193559
join, 72, 124, 88.79223126199781
lookup, 72, 6, 8.341883410302973
lookup, 72, 7, 5.240801714206801
lookup, 72, 4, 1.2257666472414264
lookup, 72, 5, 5.052128534921577
join, 73, 129, 96.2665621898485
localize, 73, 7, 9.74589799737518
join, 74, 138, 129.34687984674076
lookup, 74, 4, 3.9371189022672533
localize, 74, 6, 4.78206263332095
lookup, 74, 6, 6.955002423997513
lookup, 74, 6, 3.7003187015697714
join, 75, 131, 108.98099017865536
join, 76, 122, 87.72216149440402
lookup, 76, 5, 5.73588712678581
join, 77, 139, 132.4546581562101
localize, 77, 4, 5.246908836956981
join, 78, 145, 99.53287856664912
localize, 78, 6, 5.091543872998151
join, 79, 147, 107.4555712013745
join, 80, 157, 116.47913584385148
join, 81, 154, 158.49757466831764
lookup, 81, 4, 3.5591519993955947
lookup, 81, 5, 5.302459642216992
localize, 81, 215, 154.2783020246049
lookup, 81, 6, 4.0681107609409235
lookup, 81, 5, 2.9644995970912316
localize, 81, 5, 4.700503794057909
lookup, 81, 4, 3.401316822227047
lookup, 81, 6, 4.17596605202784
join, 82, 155, 108.40446206062698
join, 83, 139, 79.47514896211024
lookup, 83, 6, 5.203403124520375
lookup, 83, 5, 1.169604231457234
localize, 83, 225, 146.10626219390582
lookup, 83, 6, 3.957469163839108
join, 84, 131, 65.60766248757199
lookup, 84, 6, 3.276161273439648
join, 85, 131, 88.25687218331684
join, 86, 173, 91.59137702392118
lookup, 86, 6, 6.981572588986515
localize, 86, 259, 198.6179511832735
lookup, 86, 4, 2.1262374117102927
lookup, 86, 6, 3.022365871643612
lookup, 86, 5, 1.3185755258715404
lookup, 86, 5, 3.73899385801903
lookup, 86, 5, 5.353936009818576
localize, 86, 4, 5.248957838561223
join, 87, 127, 142.78669334857068
lookup, 87, 6, 9.850272907639663
localize, 87, 208, 144.25370481977458
lookup, 87, 3, 2.881370963792585
localize, 87, 6, 4.39775444479561
lookup, 87, 4, 5.281357624864793
localize, 87, 5, 5.9378019687180075
localize, 87, 5, 2.944928442726625
lookup, 87, 5, 6.515596099978157
lookup, 87, 6, 3.7843183199751182
lookup, 87, 4, 2.0043900736327185
join, 88, 123, 102.83627439243993
join, 89, 132, 96.88163726349772
localize, 89, 5, 2.5240239304170475
localize, 89, 6, 8.0470918016029
lookup, 89, 7, 5.171371846859314
join, 90, 165, 129.09088456507442
lookup, 90, 5, 4.740161057312824
lookup, 90, 6, 5.179548712801184
localize, 90, 5, 1.7427346093178395
lookup, 90, 4, 2.792887069380531
join, 91, 153, 98.02545078634695
lookup, 91, 4, 1.5515806870470517
lookup, 91, 5, 2.7942648731074895
join, 92, 116, 141.90290212882132
localize, 92, 4, 3.037228220034966
join, 93, 145, 112.00490935353604
localize, 93, 6, 7.134191561486061
localize, 93, 253, 184.5184558115318
join, 94, 144, 89.48119281420215
lookup, 94, 6, 4.7311375558101645
join, 95, 140, 96.29355528388932
localize, 95, 250, 213.86137428023628
localize, 95, 6, 4.545964074986184
lookup, 95, 5, 5.496363870449322
lookup, 95, 5, 3.694648463708912
localize, 95, 6, 4.95660397911729
lookup, 95, 6, 4.482282135716781
lookup, 95, 5, 4.4094011712754115
join, 96, 148, 138.4525042711315
lookup, 96, 4, 3.3955570051435866
join, 97, 147, 108.4651625352794
join, 98, 142, 148.71478475625332
localize, 98, 224, 161.91852028539805
localize, 98, 5, 4.946023570429316
localize, 98, 7, 4.8955362016740995
localize, 98, 7, 8.071870470585008
join, 99, 148, 115.03783179304982
join, 100, 129, 118.4168905135823
lookup, 100, 4, 5.538613519022112
lookup, 100, 6, 3.7593148525509865
localize, 100, 5, 3.1761512051425678
localize, 100, 7, 4.157658756296202
lookup, 100, 3, 1.3400395538361365
lookup, 100, 6, 6.930234677315778
join, 101, 131, 98.69740427669147
localize, 101, 217, 244.48448369895624
lookup, 101, 7, 8.165128827647155
join, 102, 141, 104.10831431809036
localize, 102, 5, 8.607046261139581
lookup, 102, 4, 1.3199327333391906
join, 103, 133, 123.43602075393576
lookup, 103, 7, 5.428431744706018
lookup, 103, 6, 4.225730243064753
lookup, 103, 8, 8.262015182490757
lookup, 103, 6, 5.051061912512797
lookup, 103, 7, 5.538498014173832
join, 104, 139, 129.37263984621566
join, 105, 156, 114.57898147845091
join, 106, 128, 133.14031509129262
lookup, 106, 4, 3.759397042092446
lookup, 106, 7, 7.489279923653299
lookup, 106, 6, 4.949243075461911
localize, 106, 239, 214.29037589000404
lookup, 106, 6, 3.651488357979271
join, 107, 153, 151.69332560746938
join, 108, 161, 166.00519687665303
join, 109, 156, 121.18113304094734
lookup, 109, 5, 3.83539420788875
lookup, 109, 6, 3.3924792638583314
join, 110, 146, 140.47075762003945
lookup, 110, 6, 7.863526736845235
localize, 110, 5, 7.477247790070654
lookup, 110, 4, 2.221477288749516
join, 111, 165, 169.62881402428516
join, 112, 135, 127.26603229841804
join, 113, 147, 114.0304394953947
join, 114, 135, 152.14498815230672
join, 115, 121, 96.49061607542727
localize, 115, 6, 2.1052120043826816
lookup, 115, 6, 5.463322200821852
join, 116, 137, 129.41743590419208
localize, 116, 6, 4.971079211622617
localize, 116, 252, 189.32275511938963
lookup, 116, 3, 3.4126006222481085
lookup, 116, 4, 3.949867995644456
lookup, 116, 3, 3.9823460819549736
lookup, 116, 6, 8.24286225261538
localize, 116, 210, 165.22726672102993
localize, 116, 6, 2.487887788054707
localize, 116, 6, 7.392844699442508
lookup, 116, 6, 7.144791901054795
localize, 116, 227, 153.72689358503678
lookup, 116, 6, 3.9164690928005044
join, 117, 145, 92.8934209980778
lookup, 117, 5, 3.6187788463853767
lookup, 117, 6, 5.857197052765445
lookup, 117, 2, 1.0240636146001962
localize, 117, 6, 5.913683927882534
join, 118, 164, 182.53025694584957
lookup, 118, 8, 2.9375954588569946
localize, 118, 4, 3.797250331965647
localize, 118, 6, 5.5236397577093035
lookup, 118, 7, 4.506134614840585
join, 119, 136, 135.61119775188808
lookup, 119, 3, 2.5096220376314538
lookup, 119, 4, 2.3945840916822663
localize, 119, 256, 178.25061457095828
localize, 119, 279, 285.7426459537106
lookup, 119, 6, 3.9036281455312123
join, 120, 146, 115.96136338750931
lookup, 120, 6, 6.917802244704918
join, 121, 153, 110.64180438449094
lookup, 121, 6, 2.988102089176165
localize, 121, 5, 5.879692585933677
join, 122, 154, 154.36412301113887
lookup, 122, 5, 2.64205942630299
lookup, 122, 6, 3.1148145332977957
localize, 122, 270, 223.08450285671384
join, 123, 136, 120.114849262418
join, 124, 166, 104.83620481618746
localize, 124, 5, 5.722749445593414
join, 125, 190, 134.2730099101964
lookup, 125, 7, 4.212938778292152
join, 126, 143, 77.02994418176402
localize, 126, 269, 269.3464803657051
lookup, 126, 5, 5.856276445357404
join, 127, 179, 114.71157093090684
join, 128, 133, 116.07334225787524
lookup, 128, 6, 4.1923094091079625
lookup, 128, 4, 4.792713021515926
join, 129, 158, 145.4878023765127
lookup, 129, 5, 1.2731480617461213
join, 130, 152, 115.2138105381803
join, 131, 139, 107.97841890166191
localize, 131, 4, 3.9888237062749967
lookup, 131, 6, 7.152081477006667
localize, 131, 261, 194.04948403418567
lookup, 131, 5, 5.0669183290675335
join, 132, 159, 145.78548110965687
localize, 132, 5, 2.560485544069473
lookup, 132, 6, 5.320248332215175
join, 133, 159, 163.44459389244923
lookup, 133, 7, 11.57225590998266
join, 134, 152, 87.54884874998682
localize, 134, 246, 193.6350480995235
join, 135, 171, 199.57613686236934
localize, 135, 5, 1.9029265122976848
join, 136, 158, 144.6462642038656
lookup, 136, 5, 4.458689310538641
lookup, 136, 5, 5.867949546811276
join, 137, 152, 171.26579269133094
lookup, 137, 5, 2.825978311223554
join, 138, 148, 116.5845105211573
lookup, 138, 3, 4.22203731200182
join, 139, 154, 143.49421532935858
join, 140, 141, 146.2834618628094
lookup, 140, 6, 4.787079892024837
lookup, 140, 4, 3.5031290339949583
localize, 140, 238, 214.4672003415825
join, 141, 159, 150.21359965954315
localize, 141, 5, 6.936399519128723
lookup, 141, 4, 4.80728488544662
lookup, 141, 6, 2.9914061060730384
lookup, 141, 5, 4.413293350690236
lookup, 141, 4, 2.921072291569651
lookup, 141, 6, 5.043181347290367
lookup, 141, 5, 6.17196641857833
lookup, 141, 5, 4.848553355911153
join, 142, 135, 134.8750830545645
join, 143, 144, 90.23510259807306
localize, 143, 252, 227.7579603513144
localize, 143, 244, 217.21857998425432
lookup, 143, 5, 5.776108948010966
localize, 143, 4, 3.9193067183033805
localize, 143, 215, 193.03182459554804
lookup, 143, 7, 5.428616991407504
join, 144, 158, 165.0376374538855
localize, 144, 5, 6.187765639324656
lookup, 144, 7, 7.693165617351901
lookup, 144, 8, 4.873325959016433
lookup, 144, 6, 4.684460053860167
lookup, 144, 5, 4.522475083984579
join, 145, 149, 127.46749245438622
lookup, 145, 5, 5.283205468025417
lookup, 145, 4, 1.9140799591498552
lookup, 145, 6, 5.77431551589195
lookup, 145, 7, 8.825844343385633
lookup, 145, 5, 3.5280691618777347
localize, 145, 7, 5.135732336643153
lookup, 145, 5, 5.580740902556031
lookup, 145, 7, 7.119927320151691
lookup, 145, 4, 3.0333987281715125
join, 146, 151, 126.60854998943498
lookup, 146, 6, 5.727028843929545
localize, 146, 6, 5.191279226993114
localize, 146, 245, 212.56353240945793
lookup, 146, 5, 6.711079948439617
join, 147, 172, 85.1920664949414
lookup, 147, 4, 4.255748986391107
lookup, 147, 3, 0.5919477194206797
lookup, 147, 7, 3.735183279870126
join, 148, 142, 168.44647761484666
join, 149, 171, 160.10809619331815
localize, 149, 228, 134.41017322721834
lookup, 149, 3, 1.0880960112995628
join, 150, 174, 177.37591618065952
localize, 150, 220, 178.94983284374763
lookup, 150, 9, 8.108834951436155
join, 151, 147, 127.75302307526213
localize, 151, 6, 6.565264002277951
localize, 151, 5, 4.609746563071852
join, 152, 153, 175.32641300528144
lookup, 152, 7, 9.925100742634806
lookup, 152, 6, 4.626285430930723
localize, 152, 246, 219.7876273266935
join, 153, 145, 65.85291344929868
localize, 153, 6, 5.309416210664696
join, 154, 155, 173.62611631265443
join, 155, 151, 163.03411460809141
lookup, 155, 4, 2.972989125640421
localize, 155, 311, 243.01338499528046
localize, 155, 298, 232.53850412303993
lookup, 155, 5, 3.7934889838598114
lookup, 155, 6, 7.662488512958245
lookup, 155, 5, 5.734154338397495
lookup, 155, 4, 2.6215139778405616
localize, 155, 7, 5.231834883895053
lookup, 155, 7, 4.5055040720780495
lookup, 155, 6, 7.107940979180044
join, 156, 148, 130.53243898700956
localize, 156, 3, 3.1172178684938094
lookup, 156, 6, 5.901938901020144
lookup, 156, 4, 3.848464770015486
lookup, 156, 6, 5.701623331319733
join, 157, 154, 118.3594460207916
lookup, 157, 5, 4.753452652934827
lookup, 157, 6, 4.69057475213893
localize, 157, 244, 215.47125539892951
lookup, 157, 6, 4.766576112208295
join, 158, 153, 104.03910058131014
localize, 158, 6, 5.77184451151127
lookup, 158, 6, 7.150155634098017
lookup, 158, 4, 4.944084893217846
lookup, 158, 4, 2.603789613998715
localize, 158, 8, 7.551755719983075
join, 159, 161, 89.16491353521586
join, 160, 149, 174.0056360116764
lookup, 160, 6, 4.4441126594651505
join, 161, 157, 187.30789892272028
localize, 161, 302, 205.70939483844887
lookup, 161, 6, 5.376569856056073
lookup, 161, 8, 5.652132437325521
lookup, 161, 5, 2.9636106638497863
lookup, 161, 8, 5.7252002975186835
lookup, 161, 6, 5.0752396438716065
lookup, 161, 5, 4.623533379344946
lookup, 161, 7, 5.525261410000286
localize, 161, 6, 3.8258415849946337
lookup, 161, 5, 3.833858063269616
join, 162, 164, 135.19737033217683
localize, 162, 267, 256.95533400306346
lookup, 162, 8, 6.093322859047723
lookup, 162, 3, 1.719692839529309
join, 163, 162, 144.7273613155673
join, 164, 163, 142.41630287756996
join, 165, 156, 91.39529325735971
lookup, 165, 7, 6.337923178290622
lookup, 165, 6, 6.73754399570663
lookup, 165, 3, 0.6257283306882594
localize, 165, 276, 194.40642709351468
lookup, 165, 4, 4.665958965830597
join, 166, 144, 154.64715764641113
localize, 166, 260, 227.18281796810297
lookup, 166, 6, 4.72523409548308
lookup, 166, 6, 7.457804470734537
lookup, 166, 6, 4.453581124611666
lookup, 166, 5, 2.285852250134666
lookup, 166, 4, 6.012311788910417
localize, 166, 6, 4.119126961577619
localize, 166, 5, 6.453312200135116
lookup, 166, 4, 3.793138765036452
lookup, 166, 4, 2.9641376182704313
lookup, 166, 5, 5.2529330433936945
localize, 166, 7, 5.440285640711444
join, 167, 160, 113.40855630026317
join, 168, 157, 134.62151291228648
localize, 168, 268, 218.74028824240176
lookup, 168, 4, 2.7758064088049923
localize, 168, 5, 1.7413182524541726
localize, 168, 6, 5.544503383243588
localize, 168, 6, 7.4211178101548425
localize, 168, 7, 7.10511125848689
lookup, 168, 4, 4.255779571854034
lookup, 168, 7, 4.79153789709858
join, 169, 143, 148.29514686452524
lookup, 169, 4, 1.8614806417821697
lookup, 169, 5, 2.670973159108615
lookup, 169, 6, 1.8442863642940879
lookup, 169, 4, 3.99943716891383
lookup, 169, 8, 6.682857944282299
join, 170, 163, 162.38972023686622
lookup, 170, 4, 3.2460809565165607
lookup, 170, 8, 8.54093614469884
lookup, 170, 7, 6.013978897671726
lookup, 170, 6, 5.17807022477451
lookup, 170, 7, 10.115798721576738
join, 171, 154, 129.84799304935657
localize, 171, 7, 4.276605221014755
lookup, 171, 8, 4.475035884210833
lookup, 171, 8, 6.160374043446154
lookup, 171, 7, 2.8153671639048348
join, 172, 153, 113.76519454410361
lookup, 172, 5, 5.973511875871675
localize, 172, 4, 2.5022196101376575
lookup, 172, 7, 7.036451066751283
lookup, 172, 7, 7.737348274846779
join, 173, 148, 118.61709532461583
lookup, 173, 7, 7.186704524716587
lookup, 173, 6, 5.933460042507006
localize, 173, 6, 5.782413815362548
lookup, 173, 6, 6.739835360300624
localize, 173, 252, 302.96922358398103
lookup, 173, 6, 3.4242395779565578
join, 174, 145, 122.35494940458442
localize, 174, 4, 4.558727399584273
lookup, 174, 4, 2.647344811890423
join, 175, 160, 87.63104861575579
lookup, 175, 7, 6.766160466384408
lookup, 175, 4, 3.3702058425649577
lookup, 175, 6, 7.443132644154826
lookup, 175, 4, 2.084214156304234
lookup, 175, 7, 6.938975933494529
lookup, 175, 6, 2.3686164689630838
localize, 175, 5, 5.549272950594298
localize, 175, 5, 3.80452602248441
localize, 175, 6, 4.876725737193773
join, 176, 158, 153.20362587909057
localize, 176, 4, 2.9641376182704313
localize, 176, 304, 236.30497288140407
localize, 176, 6, 4.615712374421427
localize, 176, 245, 241.81753797751412
join, 177, 141, 138.82027845772885
join, 178, 175, 164.4332434226344
lookup, 178, 6, 5.538931893296675
localize, 178, 4, 3.264352086085572
join, 179, 147, 157.69503596868577
join, 180, 148, 138.47873638698988
lookup, 180, 7, 7.738533567659337
join, 181, 153, 144.3553424210722
lookup, 181, 7, 4.935139478883445
join, 182, 153, 98.24378884072196
join, 183, 155, 136.56060495426192
lookup, 183, 5, 5.041819741574706
lookup, 183, 6, 3.673246845629318
lookup, 183, 7, 5.572494318255101
lookup, 183, 6, 5.336202013276351
join, 184, 169, 112.60682653857835
localize, 184, 4, 5.004781300446414
localize, 184, 241, 246.13060671047316
localize, 184, 6, 4.463426224371051
localize, 184, 232, 142.48760035979072
localize, 184, 283, 111.70043317440215
lookup, 184, 5, 3.743981553782233
join, 185, 164, 171.51077724401244
join, 186, 155, 96.09139051213454
lookup, 186, 5, 3.4578836349675104
localize, 186, 5, 4.678113540541483
lookup, 186, 7, 6.224578806976205
lookup, 186, 7, 5.9614526913358175
join, 187, 149, 90.82342455668524
localize, 187, 5, 6.4426025827006095
lookup, 187, 6, 5.624478158039189
lookup, 187, 5, 2.1305937003133675
join, 188, 166, 163.53295204916992
localize, 188, 280, 221.03913460871098
localize, 188, 269, 235.89717752371706
join, 189, 181, 131.74088014658395
lookup, 189, 5, 4.321806993858273
join, 190, 164, 160.7164683854217
join, 191, 157, 116.57652000958315
join, 192, 183, 158.89975024999515
join, 193, 161, 119.42179010783536
lookup, 193, 4, 4.082716312451302
join, 194, 148, 133.12511355571476
localize, 194, 6, 6.443631793529456
join, 195, 144, 111.89139433253784
lookup, 195, 5, 4.440932189487819
lookup, 195, 7, 8.044946073780839
join, 196, 155, 122.84601695003478
join, 197, 170, 160.8713258819346
lookup, 197, 6, 4.814556929747721
localize, 197, 280, 194.4129818278199
lookup, 197, 3, 2.2800064379823413
localize, 197, 5, 3.5053881386085965
lookup, 197, 7, 7.196533074942235
lookup, 197, 5, 3.407212113165519
lookup, 197, 6, 2.3901546877632596
join, 198, 152, 149.2082358739889
join, 199, 146, 134.33527330692056
localize, 199, 301, 211.83982087860312
join, 200, 156, 142.60216400179252
localize, 200, 261, 189.77738594781985
lookup, 200, 6, 7.967979000883005
lookup, 200, 5, 5.414182537673642
lookup, 200, 6, 4.431994452776731
lookup, 200, 3, 1.099592082473273
lookup, 200, 7, 8.842950884692103
lookup, 200, 6, 3.0146378816903163
localize, 200, 6, 5.322884125724393
join, 201, 148, 111.7150520747208
lookup, 201, 6, 5.293457970699411
lookup, 201, 6, 8.535936370640542
join, 202, 158, 164.24833417820216
join, 203, 178, 148.23901970602287
lookup, 203, 6, 7.063322946133747
lookup, 203, 6, 6.311906460778368
lookup, 203, 6, 1.771045871809653
lookup, 203, 5, 5.880010018733967
lookup, 203, 5, 7.944500602328907
lookup, 203, 6, 4.208212969811369
localize, 203, 6, 5.627927557383293
localize, 203, 4, 3.5617360355489662
lookup, 203, 6, 6.075503205061432
lookup, 203, 7, 4.788719519161527
lookup, 203, 6, 4.568614591522255
lookup, 203, 6, 5.811618108352199
