op_type, network_size, n_connections, total_time
lookup, 203, 5, 4.987647612072632
lookup, 203, 5, 3.3308777325359706
localize, 203, 5, 5.886312788162588
join, 204, 177, 165.95894611124157
localize, 204, 6, 6.98961318301013
lookup, 204, 5, 4.858145605700521
lookup, 204, 7, 5.692111252723921
localize, 204, 8, 5.665541795658508
localize, 204, 229, 193.53841793914532
join, 205, 164, 116.64160347503675
join, 206, 165, 110.95152581504756
lookup, 206, 7, 4.893469631326107
lookup, 206, 6, 5.7184767169271495
join, 207, 156, 131.30043602307796
localize, 207, 278, 215.2103443888674
localize, 207, 301, 383.6380462819682
localize, 207, 8, 6.539163830916493
localize, 207, 256, 269.6712394127821
join, 208, 153, 142.4383541594276
lookup, 208, 4, 1.719059101578648
lookup, 208, 7, 3.648917684426834
join, 209, 152, 103.16795418064372
join, 210, 170, 118.38844602670555
localize, 210, 5, 5.526278731840006
lookup, 210, 3, 3.4387889140851486
localize, 210, 228, 217.51862396897687
lookup, 210, 6, 4.938662671487799
lookup, 210, 6, 3.4246328679003146
localize, 210, 4, 3.698597084747524
lookup, 210, 6, 3.765812057020279
lookup, 210, 7, 5.599698447928864
lookup, 210, 6, 7.450640580565137
lookup, 210, 7, 3.288933242944742
join, 211, 158, 166.12218113730432
lookup, 211, 5, 5.059372457432102
lookup, 211, 4, 2.1804401461063856
lookup, 211, 7, 5.494699114004198
localize, 211, 4, 2.6899521421508226
join, 212, 155, 133.20179781269678
lookup, 212, 9, 10.988461067920069
lookup, 212, 6, 4.150744662608058
lookup, 212, 6, 4.964384408022938
lookup, 212, 8, 6.596488125358663
localize, 212, 245, 228.89542333473014
lookup, 212, 5, 4.296697804100223
lookup, 212, 7, 6.440104541751891
join, 213, 176, 150.17315672754947
lookup, 213, 4, 3.2824840573540635
lookup, 213, 6, 3.665769227767499
join, 214, 168, 161.73057811404811
lookup, 214, 8, 9.01935504519337
lookup, 214, 4, 3.1010091306384777
lookup, 214, 4, 0.8830899863982478
join, 215, 196, 195.05571322177133
localize, 215, 249, 282.8202044735425
lookup, 215, 6, 7.431975844438454
join, 216, 146, 126.60917865442379
lookup, 216, 7, 7.8141087448861235
lookup, 216, 6, 3.839277413361467
localize, 216, 307, 244.79907803129126
lookup, 216, 7, 11.326998386917388
join, 217, 180, 108.76828654905466
join, 218, 154, 143.68018296167338
lookup, 218, 8, 7.643976385357767
lookup, 218, 4, 5.456224246181855
localize, 218, 275, 253.44266449031815
lookup, 218, 7, 5.354728621289427
lookup, 218, 7, 6.848709360393176
lookup, 218, 7, 5.201946708578632
localize, 218, 5, 2.291924279443496
join, 219, 152, 116.6167333789346
join, 220, 174, 153.6162308784333
join, 221, 161, 147.22002374230647
lookup, 221, 8, 6.397563508450229
localize, 221, 7, 5.0494136942642935
join, 222, 144, 112.85234445888563
localize, 222, 6, 5.380032255495321
lookup, 222, 8, 7.19984257041742
join, 223, 200, 132.71550232222378
lookup, 223, 6, 3.252945020389454
join, 224, 174, 116.32528818442793
lookup, 224, 5, 3.4597531293129227
lookup, 224, 6, 6.7422882521490175
lookup, 224, 6, 3.568532211726986
lookup, 224, 4, 2.7828199628852364
join, 225, 147, 123.79503436458904
localize, 225, 6, 4.875414547517939
lookup, 225, 5, 3.6007125325041103
localize, 225, 7, 4.861071395013985
lookup, 225, 8, 7.616056383383419
join, 226, 195, 168.4043772766034
lookup, 226, 5, 4.3473463027956605
localize, 226, 262, 186.781517645292
localize, 226, 8, 6.6223709147064005
lookup, 226, 7, 4.979204515093626
localize, 226, 7, 5.05695180278775
lookup, 226, 5, 3.6058299213645872
localize, 226, 6, 2.6637062552983615
lookup, 226, 7, 7.5665237338497
lookup, 226, 4, 2.114894480037475
lookup, 226, 4, 2.209913748773581
lookup, 226, 5, 2.40523920297247
join, 227, 144, 84.62856471013188
lookup, 227, 5, 4.228959586356309
localize, 227, 4, 2.9644501364273346
lookup, 227, 6, 8.214749290151985
lookup, 227, 6, 5.462093666238605
lookup, 227, 6, 2.7856569243856195
localize, 227, 5, 2.334458133348427
lookup, 227, 7, 7.745617486114158
lookup, 227, 8, 5.035481763266134
lookup, 227, 7, 6.3362952518192746
lookup, 227, 5, 5.311789435581664
lookup, 227, 4, 2.542111300519723
lookup, 227, 7, 5.69601114963505
localize, 227, 3, 0.9925271649116707
lookup, 227, 5, 3.3455917635601438
localize, 227, 319, 257.33841507070497
lookup, 227, 7, 6.896569029023104
localize, 227, 285, 259.0841117333904
lookup, 227, 4, 5.644294399899818
localize, 227, 279, 185.2335233082201
join, 228, 175, 101.45503737411593
join, 229, 179, 151.24873245345395
localize, 229, 274, 228.8188803757032
lookup, 229, 5, 4.283233650203686
join, 230, 161, 163.13217637696366
localize, 230, 6, 8.153719820695647
join, 231, 157, 99.07780339285719
lookup, 231, 6, 4.6355146038917
lookup, 231, 6, 5.650545342119974
localize, 231, 3, 1.4948300612810057
join, 232, 162, 133.54496752703497
localize, 232, 7, 5.428222525777202
join, 233, 175, 158.4578997003776
join, 234, 158, 132.90085184425587
join, 235, 169, 169.2473817207818
lookup, 235, 6, 3.1763606843234204
lookup, 235, 8, 7.842442811786434
lookup, 235, 5, 3.291745737142344
lookup, 235, 6, 4.717035499224411
localize, 235, 280, 257.34363438384804
localize, 235, 7, 3.355888869521356
join, 236, 169, 156.01331316769546
join, 237, 191, 143.42486979758888
join, 238, 178, 145.22759881962145
join, 239, 189, 159.07732764654662
localize, 239, 266, 202.99403447557714
join, 240, 176, 113.02381143412165
lookup, 240, 4, 2.86151398030695
join, 241, 158, 117.30287079524251
join, 242, 166, 112.99180412333209
join, 243, 184, 107.9934875459499
lookup, 243, 4, 4.1391746358360395
localize, 243, 301, 181.77613577696027
lookup, 243, 7, 4.802452606756853
join, 244, 192, 166.48194776003598
lookup, 244, 2, 0.506649244073757
lookup, 244, 5, 6.453429121641545
join, 245, 164, 158.48181504344961
lookup, 245, 7, 3.1627542203415833
lookup, 245, 6, 5.218251118108152
lookup, 245, 7, 8.209327042297126
localize, 245, 8, 4.478594333976228
join, 246, 191, 136.7026275570314
join, 247, 194, 159.04822513327693
localize, 247, 277, 226.40450216520404
lookup, 247, 6, 6.417119986464114
lookup, 247, 6, 5.8458811318628605
join, 248, 174, 116.51184231419228
localize, 248, 5, 3.1026239901685173
lookup, 248, 7, 5.957455532919246
join, 249, 161, 127.05439544720502
lookup, 249, 4, 1.4817031480317153
join, 250, 166, 141.81274046767075
lookup, 250, 7, 4.198811344996012
lookup, 250, 6, 5.200932791654939
localize, 250, 8, 5.150483187743985
localize, 250, 5, 6.698581271355058
join, 251, 169, 148.56837867522606
join, 252, 167, 117.90054849239661
join, 253, 178, 119.47571187250038
lookup, 253, 6, 4.379794892973533
lookup, 253, 5, 2.316246478948711
lookup, 253, 4, 3.7729839479612526
localize, 253, 7, 6.643221313383714
join, 254, 186, 148.56820484189498
join, 255, 170, 119.10252724843701
localize, 255, 285, 171.44713851714528
lookup, 255, 6, 4.651744518266591
join, 256, 181, 151.0582059911133
lookup, 256, 6, 6.389014431177502
lookup, 256, 5, 4.336030815487107
lookup, 256, 6, 4.8440708606792615
lookup, 256, 7, 5.722178076515663
localize, 256, 8, 6.5059243082251115
lookup, 256, 3, 1.2132338086784609
localize, 256, 283, 225.08652122057205
lookup, 256, 6, 4.283960904922001
join, 257, 171, 127.3911712086698
lookup, 257, 7, 7.384196615472346
lookup, 257, 5, 3.4832691799776567
lookup, 257, 6, 1.9493224464527081
lookup, 257, 4, 1.952888963566756
lookup, 257, 2, 0.5902987570263849
localize, 257, 277, 308.9636591740004
localize, 257, 8, 5.260307561501788
join, 258, 163, 128.53056412893147
lookup, 258, 5, 3.291373036367714
lookup, 258, 8, 6.782385000783037
join, 259, 165, 130.22967126524028
localize, 259, 275, 234.87979338942532
lookup, 259, 5, 4.534889323518334
lookup, 259, 7, 8.040188141088175
localize, 259, 4, 3.9300191783730645
lookup, 259, 6, 5.139771445451046
lookup, 259, 4, 1.7620806634759043
lookup, 259, 5, 6.196686422503629
lookup, 259, 3, 2.6106629748501637
join, 260, 163, 145.89847368714882
join, 261, 187, 119.42755227160018
lookup, 261, 7, 8.699837201043854
lookup, 261, 6, 5.896419823273549
localize, 261, 238, 181.43461508477785
localize, 261, 237, 170.98010835578495
localize, 261, 5, 3.968578808292336
lookup, 261, 6, 6.392678046059836
lookup, 261, 7, 4.566632841371186
lookup, 261, 7, 7.07690227233225
lookup, 261, 5, 5.350737119522071
lookup, 261, 3, 1.8977755202604962
lookup, 261, 6, 7.024251868204799
lookup, 261, 5, 2.1980561010879422
join, 262, 189, 148.10342081087543
lookup, 262, 6, 7.555505937819932
join, 263, 159, 135.50103079895666
lookup, 263, 7, 6.577805896975592
lookup, 263, 4, 2.1618908016838674
lookup, 263, 6, 6.386340146310246
localize, 263, 6, 7.337345881983546
lookup, 263, 6, 4.622929333186232
join, 264, 172, 144.31802543612946
join, 265, 173, 159.95115444190222
lookup, 265, 6, 6.038295090349571
join, 266, 175, 146.12221109632472
localize, 266, 8, 7.732966645895337
join, 267, 175, 147.58521793657576
lookup, 267, 7, 6.725910251383948
join, 268, 170, 129.46087186111833
join, 269, 184, 171.40990779247556
lookup, 269, 4, 4.0737049461075125
join, 270, 173, 129.9257087375545
join, 271, 171, 126.32479318269442
join, 272, 168, 120.21490932010116
join, 273, 165, 115.66870563278454
lookup, 273, 6, 2.7715149729537956
join, 274, 173, 161.54206412859722
lookup, 274, 7, 5.759998736555617
localize, 274, 5, 4.365506197723013
join, 275, 179, 111.67845272202061
lookup, 275, 6, 6.327827422501396
lookup, 275, 6, 5.117673771060162
localize, 275, 6, 6.760605493645953
lookup, 275, 7, 6.4686072276964754
join, 276, 182, 156.9162805260119
join, 277, 24, 9.134021120688095
localize, 277, 5, 4.521455708545784
lookup, 277, 6, 4.0415901887335846
lookup, 277, 6, 2.743932586941384
lookup, 277, 6, 4.37508378656492
localize, 277, 279, 217.25629578221535
join, 278, 174, 115.67927106956202
lookup, 278, 6, 6.02245047822262
join, 279, 173, 158.09960067659824
localize, 279, 6, 4.354140777202671
join, 280, 173, 107.10225569554231
join, 281, 183, 141.12382467064901
localize, 281, 7, 7.081728936571445
lookup, 281, 4, 2.9136208608136926
lookup, 281, 9, 6.6043360706491985
lookup, 281, 5, 2.75366222879909
localize, 281, 333, 250.57982511099323
join, 282, 179, 158.30539777520042
lookup, 282, 4, 4.851569879345714
localize, 282, 333, 248.06816138745796
localize, 282, 3, 1.7195955911322633
join, 283, 160, 87.90276667416431
lookup, 283, 7, 6.7888455667543175
lookup, 283, 5, 4.295690885461298
lookup, 283, 7, 5.7609889500386675
localize, 283, 7, 3.3210167842402636
join, 284, 176, 156.90624656949353
lookup, 284, 6, 3.8250271272896037
localize, 284, 251, 183.7371118706077
localize, 284, 6, 4.919891926127429
lookup, 284, 4, 1.5980553973043468
localize, 284, 283, 208.22420314607933
localize, 284, 7, 4.227195227985813
lookup, 284, 6, 4.557229748229326
lookup, 284, 6, 3.1556043329132453
join, 285, 175, 120.97968950721463
join, 286, 172, 152.09592169152754
lookup, 286, 6, 6.382144252746286
join, 287, 184, 137.6892044129566
lookup, 287, 6, 2.7472520569291428
lookup, 287, 7, 3.5554258888396637
lookup, 287, 6, 3.98237043410861
lookup, 287, 7, 5.628132087215347
lookup, 287, 7, 5.464047455598831
lookup, 287, 8, 6.339124180427602
localize, 287, 7, 3.943950870893054
lookup, 287, 6, 1.7163370470504642
join, 288, 177, 193.69074262359172
lookup, 288, 7, 8.219225143638367
join, 289, 177, 105.64259800436976
lookup, 289, 7, 4.588968301877131
join, 290, 171, 108.2651224863339
lookup, 290, 6, 4.548449849437503
join, 291, 167, 144.29310338260467
join, 292, 195, 165.30109719746744
lookup, 292, 5, 4.4232873995494355
join, 293, 252, 240.05744740033023
lookup, 293, 8, 8.97884703520053
lookup, 293, 7, 6.967450980810996
lookup, 293, 7, 4.195861160428715
lookup, 293, 7, 3.708309537506622
localize, 293, 233, 176.21441864189129
lookup, 293, 5, 1.843645511691269
join, 294, 169, 109.53423628693248
localize, 294, 306, 239.2101112119465
join, 295, 179, 166.45668554891242
localize, 295, 7, 3.231992807096597
lookup, 295, 7, 6.313442378036314
localize, 295, 294, 247.1968854975106
join, 296, 191, 156.6706473672572
lookup, 296, 8, 6.2351830833476205
localize, 296, 5, 2.6550061436173413
localize, 296, 7, 6.295976595780491
lookup, 296, 5, 1.6603131153312851
localize, 296, 290, 199.53047469100497
lookup, 296, 5, 5.789419174277018
join, 297, 207, 154.28501590510797
localize, 297, 252, 217.4239031826652
join, 298, 199, 150.2117878825833
join, 299, 179, 99.62585528545205
join, 300, 191, 137.39535338953743
lookup, 300, 7, 8.158147109967139
join, 301, 171, 152.45310148478364
lookup, 301, 8, 2.9860407586003026
lookup, 301, 8, 5.552229964060162
lookup, 301, 5, 4.667146085336049
localize, 301, 7, 5.610764759413586
localize, 301, 255, 201.58233517845687
localize, 301, 8, 7.367198485758449
lookup, 301, 6, 5.050865458145788
join, 302, 180, 154.9840209446198
lookup, 302, 6, 2.989139968764564
lookup, 302, 5, 3.6484833254986153
lookup, 302, 7, 3.6572668295047506
localize, 302, 6, 5.9990601868951465
localize, 302, 6, 7.206096911951588
join, 303, 173, 142.1515574264614
lookup, 303, 8, 5.960686063391768
localize, 303, 6, 5.739978602921971
lookup, 303, 6, 6.838352077542511
join, 304, 175, 107.36986260095978
lookup, 304, 4, 2.5571875997500295
lookup, 304, 7, 7.775259945630189
localize, 304, 5, 2.6995278252878214
lookup, 304, 6, 4.8987760501009525
lookup, 304, 6, 4.070593089624585
localize, 304, 6, 6.2648078950108905
lookup, 304, 5, 5.934863719738843
localize, 304, 5, 3.813774656413619
lookup, 304, 5, 2.0837871926415112
lookup, 304, 5, 4.198800111814355
localize, 304, 294, 190.18231863804556
lookup, 304, 9, 5.4247400850150145
join, 305, 195, 137.41168455520497
lookup, 305, 7, 8.841543705577708
lookup, 305, 7, 4.05330583942728
lookup, 305, 4, 7.072160387387274
localize, 305, 5, 2.626996387732545
localize, 305, 6, 4.905378061049019
join, 306, 181, 135.40694559531158
lookup, 306, 6, 4.83545968701203
lookup, 306, 9, 4.888572378465446
lookup, 306, 4, 1.1668867541799444
join, 307, 177, 122.22848970073073
lookup, 307, 6, 3.7910590258376446
lookup, 307, 6, 6.901168652670368
localize, 307, 302, 181.84386311838722
lookup, 307, 6, 3.0315694812575797
localize, 307, 326, 321.893847818024
lookup, 307, 6, 3.148893368061101
lookup, 307, 7, 4.72381370000485
lookup, 307, 5, 6.269388932955576
lookup, 307, 5, 6.9840168020767095
lookup, 307, 7, 7.531300285146018
localize, 307, 258, 250.08769308255884
localize, 307, 8, 5.621531703272251
lookup, 307, 4, 3.836102127064797
lookup, 307, 6, 4.672826935586489
lookup, 307, 5, 2.8031899945457437
lookup, 307, 7, 5.237842723870353
join, 308, 179, 132.43680494894596
localize, 308, 5, 3.5070656292390163
lookup, 308, 6, 6.369687411039193
join, 309, 174, 156.7690828861573
join, 310, 146, 115.16774180839126
join, 311, 193, 146.98904165868694
lookup, 311, 7, 6.725067727175046
localize, 311, 7, 5.288448501433506
lookup, 311, 8, 7.672693994931584
lookup, 311, 7, 5.477784275770569
lookup, 311, 3, 3.790746729662433
localize, 311, 246, 228.79623346776887
lookup, 311, 4, 3.233511076116728
join, 312, 186, 139.20790918263987
lookup, 312, 6, 4.2191755275473914
lookup, 312, 7, 7.619137325141485
localize, 312, 248, 158.51901373552093
join, 313, 176, 141.29342423030053
localize, 313, 309, 221.08539424008265
localize, 313, 8, 5.399538015758354
lookup, 313, 7, 3.5547980850225107
lookup, 313, 6, 7.286065725440234
localize, 313, 6, 2.956857334282521
join, 314, 178, 132.43972964311294
lookup, 314, 5, 3.852279949678587
lookup, 314, 3, 2.634852783649776
lookup, 314, 5, 5.382088786580464
lookup, 314, 7, 5.406491320983484
localize, 314, 7, 7.6041609147361795
localize, 314, 8, 5.928957546065302
join, 315, 174, 110.77338429426307
localize, 315, 7, 7.2358231557102215
localize, 315, 275, 218.04416744668055
lookup, 315, 6, 5.104790610663269
lookup, 315, 3, 4.214541873603483
localize, 315, 3, 1.4850099655238571
lookup, 315, 7, 5.999109228149889
lookup, 315, 5, 2.333789043230148
lookup, 315, 8, 6.838934373816621
join, 316, 167, 169.10666546631396
join, 317, 198, 184.9301955162603
join, 318, 177, 146.50124648468287
localize, 318, 279, 206.7046992925531
join, 319, 163, 146.0687677191034
lookup, 319, 7, 4.245030582989506
lookup, 319, 6, 4.50670651598195
join, 320, 176, 166.1601320638865
lookup, 320, 5, 4.210144056662567
lookup, 320, 3, 4.094826704334691
localize, 320, 292, 247.13109337153017
lookup, 320, 7, 6.0958356769767965
lookup, 320, 4, 2.9708647927283667
lookup, 320, 6, 5.118097191041149
lookup, 320, 6, 4.078441736786149
localize, 320, 5, 4.973738557216023
lookup, 320, 8, 6.304691951696161
localize, 320, 6, 6.143628778002297
lookup, 320, 7, 6.262140515095635
join, 321, 174, 141.6684461855097
lookup, 321, 5, 5.053024891244456
lookup, 321, 7, 4.591645110542333
lookup, 321, 3, 1.1331712165677417
lookup, 321, 8, 5.294105147986188
join, 322, 182, 165.2508436184271
lookup, 322, 5, 4.246925818247313
localize, 322, 285, 262.3739781805778
localize, 322, 4, 3.7840878090701184
lookup, 322, 6, 7.236221725138311
lookup, 322, 5, 5.070592814305892
join, 323, 166, 100.8939730293751
localize, 323, 9, 8.406138355121424
lookup, 323, 7, 6.147719397134744
lookup, 323, 6, 5.3864472529206
localize, 323, 5, 3.89448470736621
localize, 323, 5, 3.4582594797828348
lookup, 323, 5, 5.6939883529394395
lookup, 323, 4, 5.1309323540799125
join, 324, 192, 163.56209813922595
localize, 324, 6, 3.4557979162457904
lookup, 324, 8, 5.889339671594233
lookup, 324, 6, 3.0921089158123314
join, 325, 171, 155.75382391377892
lookup, 325, 7, 8.439977921817972
localize, 325, 6, 5.643611802424041
join, 326, 190, 122.20531244104535
localize, 326, 275, 226.94550956585877
lookup, 326, 5, 3.3681471817447615
lookup, 326, 7, 3.8840901965005656
join, 327, 184, 146.7605878404746
join, 328, 197, 192.07309796041721
join, 329, 204, 168.6006919567562
localize, 329, 260, 184.85238847550445
lookup, 329, 6, 4.361784632997594
lookup, 329, 5, 4.740314202981022
localize, 329, 7, 5.779345279323668
localize, 329, 5, 7.0284820004925
localize, 329, 6, 3.9316288870951204
join, 330, 187, 184.45768026200454
join, 331, 163, 147.40263542423202
lookup, 331, 5, 1.5855822241698878
lookup, 331, 8, 7.333990905734185
join, 332, 170, 111.43211200781238
lookup, 332, 5, 5.950855728454466
lookup, 332, 6, 7.041810219723235
lookup, 332, 5, 2.426600194050139
localize, 332, 7, 8.961624828248238
join, 333, 205, 132.47971987519898
lookup, 333, 8, 4.541917082456971
lookup, 333, 6, 2.7544894768014974
lookup, 333, 5, 3.760431360600782
join, 334, 180, 196.9931514543206
lookup, 334, 6, 4.728650415407745
localize, 334, 255, 198.575983957115
join, 335, 177, 165.4627703346681
localize, 335, 7, 4.819330769144845
lookup, 335, 7, 4.455598671278025
join, 336, 165, 154.34283791342347
localize, 336, 5, 4.340684602532085
join, 337, 175, 177.59422420724425
join, 338, 188, 147.5627375328464
join, 339, 193, 192.50535858957434
join, 340, 177, 143.44801661980605
lookup, 340, 7, 7.1803518604209104
lookup, 340, 6, 7.2242945948500505
localize, 340, 8, 8.07590125436599
join, 341, 166, 139.0005868780797
join, 342, 165, 149.28650442513515
lookup, 342, 5, 4.718726395963332
join, 343, 172, 140.69968164940633
lookup, 343, 6, 5.650422154614937
join, 344, 165, 126.17284122957295
lookup, 344, 9, 8.074458227813139
lookup, 344, 3, 4.524834736956293
join, 345, 200, 191.98742511229727
join, 346, 194, 174.49109152595307
lookup, 346, 3, 3.690500313153063
lookup, 346, 7, 6.698504021278339
join, 347, 193, 149.17543497054905
join, 348, 177, 130.96239054855585
localize, 348, 264, 222.26260330203021
join, 349, 179, 133.20461243334339
lookup, 349, 7, 4.067866993567215
lookup, 349, 7, 6.580838690524049
join, 350, 185, 166.72895267838922
join, 351, 189, 160.0308909396147
join, 352, 176, 136.43749832163056
join, 353, 163, 149.40571970463307
join, 354, 195, 136.21780955429224
lookup, 354, 6, 5.157200754573948
lookup, 354, 5, 3.1377119530413964
localize, 354, 270, 246.92670685623062
lookup, 354, 5, 4.489580830059999
localize, 354, 313, 319.0396340378858
join, 355, 192, 155.3552199581124
lookup, 355, 5, 2.743573193655738
lookup, 355, 6, 4.870001462592277
localize, 355, 6, 3.1813551742232367
lookup, 355, 6, 5.340785520380862
lookup, 355, 7, 5.8497371263201545
localize, 355, 8, 8.207126964868193
lookup, 355, 8, 8.033364731118338
lookup, 355, 6, 5.112677051879503
lookup, 355, 7, 5.061951748684489
lookup, 355, 4, 2.5372009163529485
join, 356, 191, 150.0449753284436
join, 357, 22, 7.708238149516971
localize, 357, 7, 4.038474842032784
localize, 357, 6, 4.704572988315449
localize, 357, 266, 215.75000004873974
lookup, 357, 7, 6.939958141573859
lookup, 357, 7, 5.8888361234278435
lookup, 357, 5, 4.5488796376823935
lookup, 357, 5, 6.225323716263983
lookup, 357, 5, 3.4484490986702125
join, 358, 168, 129.1520835619002
join, 359, 183, 137.475725988943
localize, 359, 8, 5.049147444650778
join, 360, 177, 182.49893601166696
join, 361, 195, 174.84322479780508
lookup, 361, 7, 5.242301979172887
lookup, 361, 7, 3.906050275869174
lookup, 361, 10, 6.038860874531421
join, 362, 190, 136.09443800684247
localize, 362, 293, 211.66917523073232
localize, 362, 280, 272.75878628892093
lookup, 362, 6, 4.748501147812172
localize, 362, 8, 7.695358185043405
join, 363, 181, 122.40588464364849
localize, 363, 249, 208.67897913285174
join, 364, 172, 149.27112672882336
lookup, 364, 7, 7.2818423229048275
join, 365, 179, 143.3426980304597
lookup, 365, 4, 3.5869910797492963
lookup, 365, 5, 4.3214890586062396
lookup, 365, 2, 0.5054475481234362
lookup, 365, 6, 4.635702640180203
join, 366, 164, 144.34376057541402
localize, 366, 300, 297.3416709616351
lookup, 366, 5, 3.5113380014618443
lookup, 366, 5, 2.887850655084493
lookup, 366, 5, 3.4138422731396547
lookup, 366, 4, 2.434229854887085
lookup, 366, 6, 3.546729872381448
lookup, 366, 5, 4.176511368053936
lookup, 366, 6, 4.155471401993468
join, 367, 188, 131.69919196697788
join, 368, 167, 141.36112786554847
localize, 368, 5, 5.76470884758873
lookup, 368, 3, 1.8749513912642817
lookup, 368, 6, 1.6530371728361257
lookup, 368, 8, 4.8478179438700195
lookup, 368, 7, 4.102133461547796
lookup, 368, 8, 5.105834145454785
localize, 368, 7, 9.756683669310277
join, 369, 170, 147.40260126948237
localize, 369, 8, 5.878935289759127
lookup, 369, 4, 4.315234674532425
lookup, 369, 6, 3.712274693821219
localize, 369, 8, 4.606014092607042
lookup, 369, 7, 4.642923228185426
join, 370, 202, 146.9514551822901
localize, 370, 6, 5.522356086050421
lookup, 370, 5, 3.085192412136625
join, 371, 176, 143.0803901433714
localize, 371, 297, 208.39530397968224
localize, 371, 306, 257.43354281962246
join, 372, 183, 147.5386894455121
lookup, 372, 4, 0.9700057564882039
lookup, 372, 6, 4.792722081244755
lookup, 372, 7, 6.207610499649571
localize, 372, 6, 6.5284566664355665
lookup, 372, 8, 7.3080793105434285
localize, 372, 6, 3.9113774732103774
lookup, 372, 6, 5.487074120029583
join, 373, 170, 124.87785226126823
join, 374, 173, 133.67987606668075
lookup, 374, 6, 3.9124665488490464
lookup, 374, 6, 6.425863239838418
lookup, 374, 8, 8.521164249294891
lookup, 374, 6, 5.541651934922226
lookup, 374, 6, 4.818451154191655
lookup, 374, 5, 6.411231185208859
localize, 374, 6, 4.008211518701962
lookup, 374, 6, 2.042192724297978
lookup, 374, 6, 3.5977573440308728
join, 375, 185, 175.33853263980544
lookup, 375, 8, 3.9504640538362676
localize, 375, 6, 9.143070752198579
join, 376, 196, 131.63723518749308
lookup, 376, 6, 5.304010990525528
join, 377, 185, 140.81075379370895
localize, 377, 236, 182.18605071549086
join, 378, 200, 164.45546516693224
lookup, 378, 5, 3.3209589073796564
localize, 378, 7, 3.7539465662578375
localize, 378, 309, 294.7854871149689
lookup, 378, 7, 4.157339842070689
join, 379, 177, 138.76291551442804
lookup, 379, 6, 3.427824956501121
join, 380, 159, 133.96211058832847
lookup, 380, 8, 7.653867883690843
lookup, 380, 6, 6.823305163020561
lookup, 380, 5, 5.356871083637944
lookup, 380, 6, 6.544636904205488
lookup, 380, 6, 6.296051403781863
lookup, 380, 6, 4.105272503539952
lookup, 380, 6, 4.547730579406045
lookup, 380, 7, 6.439915086472136
lookup, 380, 6, 7.8373387703759665
lookup, 380, 6, 5.723044580587152
join, 381, 200, 179.9553034627501
join, 382, 24, 10.047591527806441
join, 383, 186, 164.14531672067898
localize, 383, 272, 175.80564427364692
lookup, 383, 6, 4.71943451809696
lookup, 383, 7, 5.096316555271333
join, 384, 165, 134.68557726583006
join, 385, 171, 144.42796781284082
localize, 385, 3, 2.886780958129767
lookup, 385, 6, 2.999664374365347
join, 386, 209, 211.24349623303306
join, 387, 173, 152.82099805312706
join, 388, 173, 147.73861178486777
lookup, 388, 9, 7.199618022272818
lookup, 388, 9, 8.353353135455496
lookup, 388, 9, 7.320093335651262
lookup, 388, 8, 7.044663332795427
join, 389, 191, 147.04237295417738
lookup, 389, 4, 4.074908355833803
localize, 389, 268, 248.03988554462512
lookup, 389, 6, 5.610722310116687
join, 390, 202, 159.58644361805582
lookup, 390, 6, 2.897873722645247
lookup, 390, 6, 6.904228583845471
lookup, 390, 9, 7.649528366022765
lookup, 390, 7, 8.14143356914649
localize, 390, 294, 251.4524005262147
lookup, 390, 5, 6.185711419468967
lookup, 390, 3, 0.9978579304997056
lookup, 390, 5, 2.649563884156092
lookup, 390, 6, 4.343767338288533
lookup, 390, 7, 5.581379148423472
lookup, 390, 8, 7.54214282812471
lookup, 390, 6, 4.434470555327799
lookup, 390, 7, 8.76443651815206
join, 391, 198, 191.77823730276768
localize, 391, 5, 3.60437162812138
join, 392, 212, 174.1701547844673
join, 393, 188, 154.0261398958799
lookup, 393, 7, 5.392029765290124
lookup, 393, 8, 7.565863525615983
lookup, 393, 5, 5.831285675865231
join, 394, 184, 181.71685606733067
join, 395, 197, 176.5230927264201
join, 396, 196, 128.23788103157216
localize, 396, 297, 241.80336240270486
localize, 396, 297, 272.11405892424307
lookup, 396, 8, 5.851997774062374
lookup, 396, 5, 3.7119432425623757
join, 397, 177, 143.84694790499418
localize, 397, 5, 3.4148674929974367
lookup, 397, 7, 8.466146273355134
join, 398, 181, 145.58943294454278
join, 399, 174, 142.14582386713354
localize, 399, 7, 6.220977559321123
lookup, 399, 8, 6.670295321656254
lookup, 399, 4, 3.6920487250180423
lookup, 399, 8, 6.455010539360051
lookup, 399, 4, 2.953362386959204
localize, 399, 282, 316.98639146951547
lookup, 399, 7, 5.193484694340158
localize, 399, 7, 4.180657323237602
join, 400, 176, 146.14205889729342
join, 401, 195, 206.10421719845831
lookup, 401, 5, 4.341778622315249
localize, 401, 5, 6.786308886848572
lookup, 401, 8, 7.910282503260042
lookup, 401, 5, 3.9916495681365776
join, 402, 208, 145.1696333961379
join, 403, 175, 144.482539294249
localize, 403, 4, 5.719749878933022
join, 404, 188, 177.4744869476935
lookup, 404, 8, 4.93403917766693
lookup, 404, 8, 5.621531703272251
lookup, 404, 7, 5.393242572545345
localize, 404, 6, 5.769318529847583
lookup, 404, 4, 0.8403759326579203
lookup, 404, 6, 7.08571195784551
lookup, 404, 7, 6.808996083451344
lookup, 404, 5, 2.9984388885841504
lookup, 404, 6, 6.101409033711395
lookup, 404, 5, 4.453738463678492
lookup, 404, 6, 4.009960361871576
localize, 404, 5, 3.930333508133544
