op_type, network_size, n_connections, total_time
lookup, 201, 6, 5.540915234727464
localize, 201, 6, 5.95224174178745
join, 202, 178, 168.86049076929731
join, 203, 154, 148.71764902984023
join, 204, 157, 161.09507197469904
lookup, 204, 4, 5.012270154200609
lookup, 204, 4, 2.8462670428193113
localize, 204, 6, 4.918619199441917
localize, 204, 263, 187.4682951623428
lookup, 204, 7, 4.239353841417631
lookup, 204, 5, 2.6277850968524326
lookup, 204, 4, 4.922363467221343
localize, 204, 7, 3.7254346347940026
join, 205, 165, 133.99844481373398
localize, 205, 7, 6.587113313479968
lookup, 205, 6, 6.181635652094158
lookup, 205, 5, 2.4167715248133774
localize, 205, 5, 4.3837036634998094
lookup, 205, 4, 2.0076083183770885
join, 206, 168, 111.57463908622475
lookup, 206, 7, 7.038180713737309
localize, 206, 6, 3.487322572835811
localize, 206, 6, 6.2474895409697835
join, 207, 161, 145.91942654696874
lookup, 207, 5, 3.861817804466635
join, 208, 170, 181.73147411262175
lookup, 208, 6, 4.826261321739945
join, 209, 149, 141.7888588244181
lookup, 209, 6, 2.4070192684254073
lookup, 209, 5, 3.1791975737833926
localize, 209, 267, 250.8522454712683
lookup, 209, 5, 3.8839653996298154
localize, 209, 7, 4.712547752856635
localize, 209, 7, 3.7083150382395202
lookup, 209, 8, 8.227475486428965
lookup, 209, 6, 6.0498520094006905
localize, 209, 263, 226.97897883367017
lookup, 209, 4, 2.404445904981812
join, 210, 158, 110.8900818723971
join, 211, 155, 122.32164346919056
lookup, 211, 7, 6.406607257537836
lookup, 211, 4, 3.5678618977579353
lookup, 211, 8, 5.751729696129536
join, 212, 155, 128.97606604941268
join, 213, 148, 111.05439412901966
lookup, 213, 4, 3.0943811859200014
lookup, 213, 6, 3.6278980399752965
join, 214, 163, 144.7582347276515
lookup, 214, 8, 7.80360480367546
join, 215, 158, 149.54969433645368
localize, 215, 271, 206.18421817432412
localize, 215, 7, 7.17537295520623
lookup, 215, 7, 5.598803597206636
lookup, 215, 4, 5.171826023879095
localize, 215, 240, 184.37938065125587
join, 216, 158, 127.05918159167324
lookup, 216, 7, 5.082979366854585
join, 217, 166, 119.78298109406666
localize, 217, 267, 165.26390712037048
localize, 217, 6, 3.6106990640880463
lookup, 217, 8, 3.1651913619986694
lookup, 217, 3, 2.1254205164383007
localize, 217, 6, 8.402509285552167
lookup, 217, 6, 6.9655192315876535
localize, 217, 7, 6.645229713567816
join, 218, 157, 167.57925981684582
lookup, 218, 7, 7.019076173537134
join, 219, 167, 137.15020295435235
lookup, 219, 5, 2.4860158113290702
join, 220, 141, 127.21184328548172
join, 221, 172, 171.08538931509682
join, 222, 190, 204.78291339957008
localize, 222, 221, 201.49905381176603
join, 223, 173, 142.68437830780073
join, 224, 166, 130.05718141887655
localize, 224, 10, 7.994533722946222
lookup, 224, 6, 4.204132377792357
join, 225, 149, 114.62372243814299
join, 226, 158, 145.96576695722854
localize, 226, 279, 165.7496897211447
localize, 226, 4, 2.617278482957921
lookup, 226, 6, 2.971270576840156
lookup, 226, 7, 7.347891116639374
lookup, 226, 7, 7.583530204578804
join, 227, 177, 168.84860184204283
lookup, 227, 5, 2.473515253264039
join, 228, 175, 146.98389093683224
join, 229, 191, 153.34391011691469
join, 230, 167, 110.83040777332944
lookup, 230, 7, 4.155198369959498
join, 231, 159, 103.142571989013
lookup, 231, 4, 3.8863190279410134
lookup, 231, 7, 8.457283683010143
join, 232, 158, 87.16730237113447
lookup, 232, 8, 3.1651913619986694
join, 233, 165, 173.6518669302035
join, 234, 178, 123.83310465214296
lookup, 234, 7, 5.546279513140445
lookup, 234, 8, 11.722505468067355
localize, 234, 7, 6.884553845933752
localize, 234, 253, 165.27282913753075
lookup, 234, 6, 3.5930752831099344
lookup, 234, 8, 8.834823757631641
lookup, 234, 6, 4.4160707875929734
localize, 234, 5, 2.1908181568557503
join, 235, 162, 103.56856849719115
join, 236, 175, 180.4900875498066
join, 237, 163, 112.01536960713497
lookup, 237, 3, 3.531299943472127
join, 238, 163, 141.25419968777524
localize, 238, 6, 8.308449830519303
lookup, 238, 6, 9.952690488175786
lookup, 238, 5, 3.989171416392997
lookup, 238, 6, 4.518283345621628
lookup, 238, 4, 3.5658248453864223
lookup, 238, 6, 5.361798566115063
lookup, 238, 5, 5.626942044323687
lookup, 238, 4, 3.529198086366261
lookup, 238, 4, 4.495618683110202
lookup, 238, 6, 6.898946245840287
localize, 238, 8, 10.587526215490215
lookup, 238, 5, 3.0732532093324716
localize, 238, 260, 224.91877579652262
join, 239, 167, 144.3646523718932
lookup, 239, 8, 8.591401496715502
lookup, 239, 7, 2.28459180428751
join, 240, 163, 163.77029273989316
lookup, 240, 5, 5.123933147560419
localize, 240, 285, 185.93740623454894
join, 241, 176, 128.2302659635131
join, 242, 183, 125.30999727398599
lookup, 242, 6, 5.341127506160273
lookup, 242, 7, 5.37035162050286
localize, 242, 6, 5.326786285401791
join, 243, 163, 104.8510051616976
lookup, 243, 8, 7.890545959802367
lookup, 243, 5, 6.606740682153464
join, 244, 174, 98.1654503947461
lookup, 244, 3, 0.9963755305092958
lookup, 244, 6, 5.612750941831951
lookup, 244, 4, 2.760496142417456
lookup, 244, 5, 5.486819796614183
localize, 244, 271, 270.74993822677584
lookup, 244, 7, 4.416374216369079
lookup, 244, 4, 1.0503019596035805
lookup, 244, 6, 2.647095054943218
join, 245, 162, 156.51608899529668
localize, 245, 326, 282.56736934802495
lookup, 245, 4, 2.348865724755176
join, 246, 180, 174.03935598883388
lookup, 246, 4, 1.7976274584936318
lookup, 246, 5, 2.3637699634552893
lookup, 246, 5, 4.471274815981445
lookup, 246, 4, 2.417049513338177
join, 247, 173, 134.2377158395259
lookup, 247, 7, 6.812646754159533
localize, 247, 275, 263.0706144449457
lookup, 247, 5, 3.6905743432909675
join, 248, 174, 161.80086937691712
lookup, 248, 6, 4.017078481287406
join, 249, 175, 136.4726090137
localize, 249, 5, 4.575530183946019
lookup, 249, 5, 3.4825698439615485
join, 250, 186, 141.37097160292151
lookup, 250, 5, 3.788374174560991
lookup, 250, 7, 8.05448794270629
localize, 250, 278, 195.35494568101677
lookup, 250, 6, 6.890582043853605
localize, 250, 8, 3.1604686479844295
localize, 250, 7, 5.412076565302028
join, 251, 207, 119.12779370052962
lookup, 251, 5, 4.240274363517955
join, 252, 170, 151.5620177245618
lookup, 252, 4, 3.983795713411543
lookup, 252, 5, 5.521763980745542
lookup, 252, 6, 3.9519063848690346
lookup, 252, 6, 7.63148993825481
join, 253, 164, 149.95924198700322
localize, 253, 6, 4.545503519510823
localize, 253, 240, 197.12425996013266
join, 254, 186, 141.18755308433137
join, 255, 173, 132.80365990652788
join, 256, 181, 142.44080674126582
join, 257, 162, 121.03524578134055
localize, 257, 7, 7.223559021220436
lookup, 257, 7, 5.474928948353597
localize, 257, 285, 212.66835987665968
localize, 257, 5, 3.913264350752852
join, 258, 163, 140.77547777377663
lookup, 258, 6, 2.702984647879923
lookup, 258, 7, 5.655061481520644
lookup, 258, 8, 6.619621039652589
localize, 258, 236, 174.10711937421547
lookup, 258, 6, 9.05496509021669
localize, 258, 4, 1.2144199425085127
lookup, 258, 6, 3.3556035198834557
join, 259, 179, 156.541964964678
lookup, 259, 5, 1.9509085700557596
localize, 259, 5, 6.234017649915323
join, 260, 163, 155.19830785713702
localize, 260, 263, 228.6727133746821
localize, 260, 4, 2.138996068268997
lookup, 260, 5, 2.058153157845494
localize, 260, 280, 264.83289819732386
join, 261, 194, 230.88173144863632
join, 262, 167, 147.1473786105511
lookup, 262, 8, 7.54821867715669
lookup, 262, 6, 6.589291086763781
localize, 262, 227, 199.77713324845618
lookup, 262, 4, 3.494572824121133
localize, 262, 5, 3.4085711349608507
localize, 262, 4, 3.6571149908652183
lookup, 262, 6, 7.351911102276283
lookup, 262, 5, 3.072333421450678
localize, 262, 270, 163.28146696667318
join, 263, 194, 140.14221924458468
localize, 263, 4, 3.412106453953813
join, 264, 157, 204.19716643957705
lookup, 264, 5, 2.6077611436468895
join, 265, 177, 116.1767108655197
lookup, 265, 5, 3.01763767701762
localize, 265, 302, 315.2451362060214
localize, 265, 246, 188.28653095692653
join, 266, 184, 192.75864056685705
lookup, 266, 6, 6.036207985053913
lookup, 266, 9, 7.621580677037042
lookup, 266, 5, 6.271514669437745
lookup, 266, 4, 3.5853004038225733
lookup, 266, 5, 7.601214215892005
lookup, 266, 6, 3.4194427470943545
lookup, 266, 4, 4.683975580638759
lookup, 266, 6, 3.570893002770014
localize, 266, 5, 4.593363267380099
join, 267, 176, 170.8643675123744
lookup, 267, 6, 5.053848431105056
lookup, 267, 6, 3.6394323454948148
join, 268, 186, 139.13580750941134
lookup, 268, 6, 5.3364353878057464
localize, 268, 268, 237.33445870280403
lookup, 268, 6, 6.6102232097112275
lookup, 268, 7, 5.815926186504983
lookup, 268, 5, 5.977486519432847
lookup, 268, 5, 5.070593877112028
lookup, 268, 4, 2.895991325246652
join, 269, 190, 132.85595231585776
lookup, 269, 5, 5.395648785901979
lookup, 269, 7, 4.606006354613546
lookup, 269, 6, 6.2976613007546725
lookup, 269, 5, 1.9559387874789282
lookup, 269, 8, 8.47643033753947
localize, 269, 3, 4.554270399875513
lookup, 269, 7, 5.681300904504413
lookup, 269, 9, 8.047511029824054
lookup, 269, 7, 6.912484995119169
localize, 269, 6, 3.776550349623131
localize, 269, 276, 248.4605769687468
lookup, 269, 7, 6.093970527870791
lookup, 269, 6, 3.8507926261686842
lookup, 269, 7, 7.155043907026446
lookup, 269, 3, 3.742739590203339
join, 270, 175, 149.9334965084508
lookup, 270, 8, 5.965068549011964
lookup, 270, 7, 8.497535507539036
lookup, 270, 7, 5.863135540260484
lookup, 270, 8, 9.91675905308638
localize, 270, 309, 203.99966378220466
lookup, 270, 6, 7.027889077757202
lookup, 270, 4, 2.0497328945534488
join, 271, 162, 122.51426333147124
lookup, 271, 8, 6.280640823031941
lookup, 271, 5, 7.027543104108209
lookup, 271, 7, 8.238449426254203
lookup, 271, 7, 6.646714423809864
localize, 271, 7, 7.240800401308595
lookup, 271, 5, 5.335762500084753
localize, 271, 237, 180.06844346867325
lookup, 271, 7, 5.082357660727789
join, 272, 163, 146.23890687787397
join, 273, 184, 127.05609467574607
lookup, 273, 5, 3.99414334144348
lookup, 273, 6, 7.754092862319398
localize, 273, 7, 6.267952524017006
lookup, 273, 7, 6.219516779785944
lookup, 273, 8, 6.3639804507038225
lookup, 273, 5, 2.8779107374166704
localize, 273, 6, 2.9084132283934467
join, 274, 155, 112.03747889237678
join, 275, 180, 146.49243446950416
lookup, 275, 5, 2.675093258937866
localize, 275, 6, 3.7556061682552486
localize, 275, 6, 3.5809885027911705
localize, 275, 243, 199.38629511547597
localize, 275, 7, 6.317485009919942
join, 276, 172, 145.94365218203518
join, 277, 170, 116.11506359093016
join, 278, 175, 121.67426557422618
lookup, 278, 6, 5.534389089243578
localize, 278, 6, 5.198152854518936
lookup, 278, 8, 9.681080290961734
localize, 278, 4, 3.880148914614094
join, 279, 24, 7.185757046809341
join, 280, 168, 143.64607018998458
join, 281, 161, 149.19265969333907
lookup, 281, 7, 6.781427234361606
lookup, 281, 5, 1.9194800039183757
lookup, 281, 3, 1.0653315072283898
lookup, 281, 5, 6.064357752884813
join, 282, 178, 213.9596471111676
lookup, 282, 6, 3.8365225902716804
lookup, 282, 6, 6.678083800268304
lookup, 282, 6, 6.519132816115819
localize, 282, 5, 4.903417490389473
localize, 282, 247, 174.02116397875685
localize, 282, 7, 9.64929025941331
join, 283, 185, 155.24346451739186
lookup, 283, 9, 7.075351711773981
lookup, 283, 8, 4.8445491302520285
lookup, 283, 5, 3.0255662137415276
localize, 283, 6, 7.7944677175532515
join, 284, 167, 155.83318049456022
localize, 284, 5, 2.169445947821984
lookup, 284, 6, 3.476714031997137
lookup, 284, 6, 4.850588465607228
lookup, 284, 4, 4.300906126093122
join, 285, 199, 150.14984968659067
lookup, 285, 5, 2.18357489474151
lookup, 285, 6, 4.754166536946096
lookup, 285, 5, 3.798932271317966
lookup, 285, 6, 5.886156048566139
lookup, 285, 6, 7.499404569836893
localize, 285, 270, 190.08876610779072
join, 286, 178, 99.74285393546127
localize, 286, 4, 3.2010460829793304
localize, 286, 317, 264.3972200854395
lookup, 286, 5, 4.834788245835183
lookup, 286, 5, 3.0998230901674635
lookup, 286, 6, 5.53434334691595
localize, 286, 7, 7.734931183543648
lookup, 286, 7, 4.847225473448215
lookup, 286, 4, 4.869586126988683
join, 287, 157, 139.6783458613664
localize, 287, 277, 156.0163321561937
join, 288, 163, 128.0686132599218
localize, 288, 263, 213.68548352767297
localize, 288, 290, 251.26454933629574
join, 289, 161, 108.66762339234432
localize, 289, 7, 4.988082234472877
lookup, 289, 4, 3.7850981451422814
join, 290, 175, 118.96230535498856
join, 291, 175, 133.87873947951363
lookup, 291, 6, 3.5495026280659023
join, 292, 176, 122.56563693054868
lookup, 292, 7, 4.301733418093924
join, 293, 231, 222.07157731750493
lookup, 293, 5, 2.668515178626471
lookup, 293, 6, 3.8454954085565776
localize, 293, 302, 345.72416601800956
lookup, 293, 7, 4.8080141291792335
join, 294, 177, 183.18593002855604
lookup, 294, 6, 5.880209209458576
join, 295, 167, 164.46623981677908
join, 296, 169, 153.0553563777161
join, 297, 178, 136.50400662283977
join, 298, 177, 167.50304104462913
join, 299, 174, 174.23151115083837
lookup, 299, 7, 6.4261991957866025
join, 300, 179, 120.78316804667504
localize, 300, 250, 200.17927029006032
join, 301, 168, 201.09576002828544
localize, 301, 249, 194.01079150557763
lookup, 301, 6, 5.518976133853162
lookup, 301, 6, 5.158699398706987
localize, 301, 7, 6.5235482271464145
lookup, 301, 7, 4.041867619828386
localize, 301, 6, 6.692513978605024
join, 302, 176, 173.04781084349864
localize, 302, 279, 162.84176458350956
join, 303, 179, 160.53554748972158
lookup, 303, 7, 8.360117637370614
lookup, 303, 6, 4.02738996891418
join, 304, 180, 170.08220303010765
lookup, 304, 6, 5.684493570850561
lookup, 304, 7, 4.131171804451537
join, 305, 164, 135.63715693055008
lookup, 305, 5, 5.1622812729664185
localize, 305, 304, 279.2933660465997
localize, 305, 264, 260.5505302115689
lookup, 305, 9, 7.200401623787494
lookup, 305, 7, 5.791857784271514
lookup, 305, 6, 4.67392799817502
localize, 305, 265, 180.58690549402738
lookup, 305, 7, 6.457980661589665
lookup, 305, 6, 4.608549551317416
lookup, 305, 6, 3.1974517841131025
lookup, 305, 5, 0.9790463460312978
lookup, 305, 6, 4.371641522546672
localize, 305, 339, 257.81477151001565
lookup, 305, 7, 4.557998043230425
localize, 305, 4, 4.467245703028723
join, 306, 196, 166.5369025932109
lookup, 306, 6, 4.053214353341895
lookup, 306, 5, 4.4413074914295745
join, 307, 184, 125.09762761815158
join, 308, 194, 186.8805936976304
lookup, 308, 6, 5.160317479349427
lookup, 308, 7, 5.86352200344562
localize, 308, 5, 6.527573005096434
lookup, 308, 7, 6.9703236616361455
localize, 308, 5, 5.2459926731422595
localize, 308, 9, 7.821997778258401
lookup, 308, 7, 6.0140536658252906
lookup, 308, 6, 5.079935870232142
lookup, 308, 4, 3.359201289526508
join, 309, 178, 141.04347971666357
lookup, 309, 4, 3.052327754549152
lookup, 309, 7, 9.363120477817489
localize, 309, 262, 187.47286032827475
lookup, 309, 4, 1.9810479673320036
localize, 309, 3, 2.49698601144605
lookup, 309, 6, 5.149978107392598
lookup, 309, 7, 5.020911461881555
lookup, 309, 6, 7.016444758372116
localize, 309, 283, 229.1016571623664
lookup, 309, 5, 3.167363978277772
lookup, 309, 4, 1.6948439816182366
join, 310, 188, 159.52228755720023
lookup, 310, 6, 6.967588740428939
localize, 310, 7, 6.945328926385149
lookup, 310, 5, 2.6642888788836583
lookup, 310, 7, 4.242431462805528
join, 311, 160, 103.58342415111862
lookup, 311, 8, 6.335421860971794
join, 312, 144, 119.85208950390646
join, 313, 178, 159.50571778790194
localize, 313, 283, 264.8444100240975
localize, 313, 273, 153.39973886849825
localize, 313, 291, 244.66929664454676
lookup, 313, 6, 4.279732428386788
localize, 313, 312, 262.2572891803608
lookup, 313, 8, 7.612894251411918
lookup, 313, 6, 2.888843829864005
lookup, 313, 8, 4.335177928546992
lookup, 313, 7, 4.875227708448811
join, 314, 184, 121.81151307413776
lookup, 314, 5, 6.391407306348221
join, 315, 181, 141.43268476624445
lookup, 315, 4, 3.83633986480112
lookup, 315, 7, 4.7648404283114685
lookup, 315, 6, 4.591205356615816
localize, 315, 3, 3.0826728127030947
localize, 315, 273, 255.01894891681096
join, 316, 184, 162.652353645578
join, 317, 183, 150.4022800655731
join, 318, 188, 166.05294352479066
join, 319, 181, 156.2508253673193
localize, 319, 5, 2.992217053708041
lookup, 319, 6, 5.380067953770903
join, 320, 182, 142.8011187696595
lookup, 320, 7, 4.763123098485844
lookup, 320, 7, 6.837158093954126
localize, 320, 6, 8.057625475311195
lookup, 320, 6, 3.039531910702278
lookup, 320, 5, 5.7473496008364275
lookup, 320, 6, 5.976444506682265
join, 321, 143, 119.15305514687235
lookup, 321, 4, 4.083910547150911
lookup, 321, 9, 7.669076297853529
join, 322, 169, 117.36699929104803
join, 323, 192, 149.09243973316316
localize, 323, 285, 166.76883645328311
lookup, 323, 4, 5.465906682720922
lookup, 323, 7, 5.5653562034030575
lookup, 323, 5, 6.131068792069922
lookup, 323, 7, 3.5061721350281503
lookup, 323, 7, 5.436069040807618
localize, 323, 6, 4.99073504904138
localize, 323, 258, 173.27265310772506
localize, 323, 7, 3.789408524635868
join, 324, 122, 90.72957643270937
join, 325, 207, 124.22557803586135
lookup, 325, 7, 6.433139299143613
lookup, 325, 2, 0.3674705294946969
lookup, 325, 7, 6.955617459738086
lookup, 325, 6, 6.373621717803593
join, 326, 154, 163.0302307184308
localize, 326, 267, 188.4363306485061
localize, 326, 278, 160.5075972182321
lookup, 326, 7, 3.969313595840671
lookup, 326, 5, 4.02926805295866
join, 327, 168, 130.60087595698704
lookup, 327, 6, 3.6423705867799097
join, 328, 160, 180.64563443459318
join, 329, 161, 123.99340174643126
localize, 329, 6, 4.725095636288903
lookup, 329, 7, 4.34680482517777
lookup, 329, 5, 4.405290666400746
localize, 329, 259, 282.43941895460887
localize, 329, 4, 2.0097626080544555
localize, 329, 8, 5.8874596447848555
localize, 329, 7, 7.555146499129799
localize, 329, 5, 3.9985034036543876
join, 330, 151, 97.1688453617606
localize, 330, 7, 7.891005012667791
lookup, 330, 5, 4.466797405579353
lookup, 330, 3, 1.9038409573507789
join, 331, 180, 147.22828683805415
join, 332, 174, 141.09034927987096
lookup, 332, 5, 2.723212253435687
lookup, 332, 8, 6.289186195556178
join, 333, 174, 207.0810017149772
lookup, 333, 5, 4.485823312936591
localize, 333, 4, 3.3287340773865486
join, 334, 186, 143.4493753690266
lookup, 334, 7, 4.8476434013419905
lookup, 334, 3, 1.4062889421129783
join, 335, 149, 83.65470537772838
localize, 335, 291, 203.10995639980226
join, 336, 216, 192.55630876655383
join, 337, 192, 202.3052686217162
join, 338, 25, 7.998097727565285
localize, 338, 326, 223.35037976130292
join, 339, 141, 114.76922472615621
lookup, 339, 6, 4.914647868076995
localize, 339, 7, 7.2171356996111955
lookup, 339, 5, 6.371375148891274
lookup, 339, 6, 4.515424817323268
lookup, 339, 8, 5.747888909316934
lookup, 339, 4, 2.948943163899095
lookup, 339, 6, 2.645987684539496
join, 340, 185, 171.1668344692094
join, 341, 188, 138.29750156647503
lookup, 341, 5, 3.205290656327798
join, 342, 161, 122.13821313360518
lookup, 342, 5, 7.520220805454683
join, 343, 169, 112.3833415221656
lookup, 343, 7, 3.3519196724086147
localize, 343, 8, 6.7202467599829925
join, 344, 185, 190.82346810649682
join, 345, 182, 122.6597943855745
lookup, 345, 5, 4.47277190985982
lookup, 345, 6, 6.459742312923672
lookup, 345, 5, 3.600095987939871
lookup, 345, 6, 3.0906400731994212
lookup, 345, 7, 6.976135031941971
lookup, 345, 6, 5.7846078580538265
join, 346, 142, 124.44267122218032
localize, 346, 221, 218.44889944119498
join, 347, 101, 86.03687548252158
join, 348, 171, 154.32731579797246
lookup, 348, 6, 3.2664883478830937
join, 349, 175, 158.1103815607886
join, 350, 178, 132.865687672615
lookup, 350, 5, 5.7161944073262525
localize, 350, 6, 6.895362035619803
lookup, 350, 9, 7.468150248279787
lookup, 350, 8, 5.358944152472558
localize, 350, 263, 209.78777765084365
lookup, 350, 3, 1.7089587432749413
join, 351, 156, 131.59360011363464
lookup, 351, 6, 4.821359856349394
lookup, 351, 6, 2.3589686481829673
join, 352, 150, 129.93845821033844
localize, 352, 4, 4.323806736907303
lookup, 352, 9, 6.074482355741053
join, 353, 193, 176.31775881984868
join, 354, 153, 115.66814587432637
lookup, 354, 4, 1.1135638787173943
localize, 354, 4, 3.8271054808766776
lookup, 354, 2, 1.3286491269704022
lookup, 354, 4, 2.252849726114733
join, 355, 171, 125.50308878683634
lookup, 355, 5, 2.466305108156855
lookup, 355, 7, 5.932894875388349
lookup, 355, 4, 4.64088289141749
lookup, 355, 5, 4.700102232240937
lookup, 355, 4, 1.3021774950518266
lookup, 355, 9, 6.955856611833079
join, 356, 180, 138.26966740318207
join, 357, 91, 83.67526445954157
join, 358, 155, 133.3303650820969
localize, 358, 4, 2.687459853327375
lookup, 358, 6, 3.541787157993623
join, 359, 180, 165.75619403350703
join, 360, 179, 139.71223177460394
lookup, 360, 7, 6.296702683914917
localize, 360, 274, 210.34112019934702
join, 361, 173, 115.8399218328567
lookup, 361, 7, 7.073098351568141
localize, 361, 8, 6.827943119336878
join, 362, 191, 172.00706378629513
join, 363, 203, 149.06380719130186
lookup, 363, 7, 5.167080074782771
lookup, 363, 5, 3.548762069335697
lookup, 363, 5, 3.373526476290917
lookup, 363, 5, 5.825535698282572
join, 364, 178, 170.56958755292737
lookup, 364, 5, 5.16923721693372
join, 365, 188, 197.8510615230053
lookup, 365, 7, 4.751953562779781
lookup, 365, 9, 6.783048292046209
lookup, 365, 8, 6.132288711719185
lookup, 365, 7, 8.372454758084686
lookup, 365, 6, 3.9356533267979517
lookup, 365, 6, 5.270284529227615
join, 366, 161, 160.33616903032419
lookup, 366, 5, 1.117037210136248
lookup, 366, 3, 3.1220036881111417
join, 367, 180, 152.9039449680456
lookup, 367, 5, 5.740409670713881
lookup, 367, 4, 5.4241815790439
lookup, 367, 7, 4.63787928466167
join, 368, 174, 169.57850036933945
lookup, 368, 7, 6.526850219206527
lookup, 368, 7, 5.081709274614015
localize, 368, 259, 229.51500215212064
lookup, 368, 7, 8.99690204416284
localize, 368, 260, 167.87289455317548
lookup, 368, 6, 7.8971092612651566
lookup, 368, 5, 5.509556600033855
join, 369, 176, 159.09252549317287
join, 370, 196, 176.8951746342749
localize, 370, 320, 254.76676103851216
join, 371, 166, 120.19090708213923
lookup, 371, 7, 5.949850313511191
lookup, 371, 5, 2.822594352892528
lookup, 371, 7, 8.264407251741437
join, 372, 173, 129.80983103722724
lookup, 372, 6, 5.9223161790850085
lookup, 372, 7, 7.203900657268762
lookup, 372, 11, 11.06178092960574
join, 373, 177, 209.74918697407185
join, 374, 155, 116.79408933102272
lookup, 374, 6, 5.508795941294372
localize, 374, 6, 3.455244636715464
lookup, 374, 5, 2.475136112868811
localize, 374, 5, 2.5026685034127776
localize, 374, 8, 7.47873803110861
localize, 374, 223, 210.27786377652532
join, 375, 175, 125.99801590990944
lookup, 375, 6, 6.895066219578873
join, 376, 159, 138.02044792672402
lookup, 376, 7, 4.976026079394466
join, 377, 204, 168.967373379418
lookup, 377, 7, 5.410281214788342
lookup, 377, 6, 5.256048864270449
lookup, 377, 4, 4.395928412081018
join, 378, 177, 169.06794689746624
join, 379, 151, 149.4561844411453
lookup, 379, 8, 6.658346966185624
lookup, 379, 7, 3.6840026882351675
lookup, 379, 8, 5.112521375578848
join, 380, 172, 154.01578099285072
lookup, 380, 8, 5.868359553575666
lookup, 380, 5, 3.429231365556153
join, 381, 158, 116.32939665558796
localize, 381, 7, 6.527952490943039
join, 382, 158, 93.17052623834853
lookup, 382, 8, 6.332589016865019
lookup, 382, 4, 5.206358951162921
lookup, 382, 6, 5.841850685217745
localize, 382, 4, 3.606433562629184
localize, 382, 5, 5.59042922810285
lookup, 382, 7, 6.947770150431756
lookup, 382, 7, 5.886566256300691
localize, 382, 5, 5.054004269139007
lookup, 382, 7, 6.962819794989777
localize, 382, 6, 6.320301418265555
join, 383, 168, 125.77114790586084
lookup, 383, 8, 6.776044693751061
lookup, 383, 9, 8.389518372241549
localize, 383, 353, 270.4406540849326
localize, 383, 7, 4.950326241133823
localize, 383, 6, 3.884128682691113
lookup, 383, 6, 5.590219130021291
join, 384, 180, 131.64891140447324
lookup, 384, 4, 2.907147715180257
lookup, 384, 5, 2.9788766688120534
lookup, 384, 5, 4.333765543897403
lookup, 384, 6, 3.1921300285116634
lookup, 384, 7, 6.130219302171751
localize, 384, 299, 241.4849784539401
join, 385, 185, 138.98390176479714
lookup, 385, 4, 2.6431461693380944
localize, 385, 5, 4.739311158629322
localize, 385, 8, 5.947287421612866
join, 386, 172, 92.33615088237158
lookup, 386, 5, 4.138694976395782
join, 387, 189, 108.7381027764757
lookup, 387, 7, 4.982045131901707
localize, 387, 9, 11.713304831300992
lookup, 387, 7, 3.2962410374639015
lookup, 387, 5, 3.0109896147768556
localize, 387, 265, 240.21127844173967
lookup, 387, 7, 7.382213023416949
lookup, 387, 4, 3.1760125509781396
lookup, 387, 5, 2.9881937749291083
lookup, 387, 4, 3.2820326323950777
join, 388, 184, 177.37687448191357
localize, 388, 283, 299.65120011851815
localize, 388, 5, 3.2354255634260816
lookup, 388, 7, 5.129893177892274
lookup, 388, 5, 2.6859158135177035
join, 389, 189, 132.80659756757007
lookup, 389, 8, 8.880776479181575
join, 390, 170, 101.09985926627712
lookup, 390, 7, 5.679848761478232
join, 391, 159, 107.53561332542363
localize, 391, 6, 3.918013731208043
join, 392, 168, 133.71879121741463
lookup, 392, 4, 3.517598808976173
localize, 392, 260, 159.5051957287917
lookup, 392, 7, 5.8464188519362565
lookup, 392, 2, 0.22333418069145683
lookup, 392, 6, 5.024231701894259
localize, 392, 8, 7.41836414318446
join, 393, 194, 192.2389362276512
localize, 393, 279, 232.6011196427478
lookup, 393, 7, 7.450934166539104
lookup, 393, 6, 4.8624902244998145
lookup, 393, 8, 5.1617204537393535
localize, 393, 264, 185.45145788911154
join, 394, 182, 149.9412323386756
lookup, 394, 5, 3.261338826653557
lookup, 394, 8, 5.503277736871119
lookup, 394, 7, 5.220243938619127
join, 395, 178, 168.6165482314789
lookup, 395, 8, 9.45023988554343
localize, 395, 8, 4.818498050717587
lookup, 395, 5, 2.163369561004653
localize, 395, 323, 354.64484265000704
localize, 395, 5, 1.5470218173030803
join, 396, 185, 135.16797558492524
join, 397, 166, 117.5919053945936
lookup, 397, 7, 3.720794326460403
localize, 397, 6, 5.9108564589649815
join, 398, 212, 172.57518740579167
lookup, 398, 6, 7.174812235189097
lookup, 398, 8, 4.084585570659924
lookup, 398, 7, 5.200379998097711
lookup, 398, 3, 5.584833779624018
localize, 398, 5, 2.1558746768948502
lookup, 398, 6, 4.375975260320204
lookup, 398, 7, 4.982052541255975
lookup, 398, 6, 3.545030504585951
join, 399, 213, 169.38785676386803
localize, 399, 4, 1.8783420520880834
localize, 399, 5, 4.547500912880281
localize, 399, 6, 5.645206101776227
lookup, 399, 7, 5.705898794510848
localize, 399, 282, 255.82509947163638
lookup, 399, 7, 4.757916399952126
localize, 399, 6, 4.365458896010485
lookup, 399, 7, 5.18602497779755
lookup, 399, 4, 3.5744154418215976
join, 400, 194, 193.0681254839207
join, 401, 174, 152.81503404339867
join, 402, 199, 139.56934221921142
localize, 402, 6, 4.5270105571866335
localize, 402, 5, 5.344318467651197
