op_type, op_index, network_size, n_connections, total_time
join, 1401, 506, 250, 192.57805741732582
join, 1402, 507, 208, 190.45721995463404
lookup, 1403, 507, 9, 6.235867709613933
lookup, 1404, 507, 7, 5.792884820486991
lookup, 1405, 507, 6, 5.46708005827832
lookup, 1406, 507, 9, 7.966466170010488
join, 1407, 508, 243, 216.03377962971655
lookup, 1408, 508, 7, 3.6817561901674525
lookup, 1409, 508, 7, 5.985720481965398
join, 1410, 509, 262, 227.33699610443713
lookup, 1411, 509, 7, 8.843810941786092
lookup, 1412, 509, 5, 2.665645410460933
join, 1413, 510, 224, 182.3919488944702
lookup, 1414, 510, 4, 3.2789066264301594
join, 1415, 511, 245, 168.21241080422809
lookup, 1416, 511, 5, 5.401107077984024
join, 1417, 512, 238, 169.7936680805591
join, 1418, 513, 234, 138.46770678190103
join, 1419, 514, 257, 194.8217871747666
lookup, 1420, 514, 6, 5.7090516819515145
lookup, 1421, 514, 6, 4.236287529288868
lookup, 1422, 514, 7, 4.869825222662043
lookup, 1423, 514, 6, 6.523892157449133
lookup, 1424, 514, 7, 4.021438883377285
join, 1425, 515, 252, 164.70583861488998
lookup, 1426, 515, 5, 3.8058798862605285
join, 1427, 516, 237, 190.7736361254832
join, 1428, 517, 244, 214.62282347758796
lookup, 1429, 517, 5, 6.023186487288637
lookup, 1430, 517, 7, 4.948535307861218
lookup, 1431, 517, 5, 6.047225328622894
lookup, 1432, 517, 8, 10.039904026816531
lookup, 1433, 517, 5, 4.58105572948913
lookup, 1434, 517, 7, 7.293460391295109
join, 1435, 518, 252, 227.6813177672602
lookup, 1436, 518, 6, 2.802594792341871
lookup, 1437, 518, 7, 7.482852701856292
join, 1438, 519, 248, 206.70201806585388
lookup, 1439, 519, 12, 10.291593350661525
lookup, 1440, 519, 8, 6.9098218103700555
join, 1441, 520, 222, 188.0182942325828
join, 1442, 521, 259, 198.47380933853407
lookup, 1443, 521, 7, 6.482364803336365
join, 1444, 522, 239, 166.47502671487632
lookup, 1445, 522, 7, 5.536466558063226
lookup, 1446, 522, 6, 4.289952581489738
join, 1447, 523, 235, 178.15405560047057
lookup, 1448, 523, 5, 3.92640352049942
lookup, 1449, 523, 7, 7.450201342009164
join, 1450, 524, 220, 152.39443233003018
join, 1451, 525, 255, 156.11098211785296
lookup, 1452, 525, 8, 6.196278762353908
lookup, 1453, 525, 6, 5.525088699301815
lookup, 1454, 525, 8, 4.948316313266326
lookup, 1455, 525, 7, 5.059124206243968
lookup, 1456, 525, 5, 4.498746975402955
lookup, 1457, 525, 7, 3.6896090417995167
join, 1458, 526, 230, 190.16818647263295
lookup, 1459, 526, 6, 3.4435209946027556
lookup, 1460, 526, 7, 6.0434686015948476
lookup, 1461, 526, 9, 8.614015236816648
join, 1462, 527, 219, 165.43573471397394
lookup, 1463, 527, 4, 5.217515728144104
lookup, 1464, 527, 6, 4.655838720347987
lookup, 1465, 527, 6, 5.978383250593302
lookup, 1466, 527, 8, 5.497042427745113
lookup, 1467, 527, 6, 5.8266630837995645
join, 1468, 528, 242, 216.9354304712536
lookup, 1469, 528, 6, 4.237046417404849
lookup, 1470, 528, 8, 6.9393628932243665
lookup, 1471, 528, 8, 5.61652806752846
lookup, 1472, 528, 7, 2.730425642253236
lookup, 1473, 528, 6, 5.043781587507743
join, 1474, 529, 219, 186.42394974032152
lookup, 1475, 529, 2, 1.176850788201138
join, 1476, 530, 228, 239.23864231081413
lookup, 1477, 530, 8, 7.958634657588912
lookup, 1478, 530, 10, 8.283681665750695
join, 1479, 531, 228, 145.8069967855963
join, 1480, 532, 231, 159.59502481631205
join, 1481, 533, 242, 203.84912676829566
lookup, 1482, 533, 7, 5.016690616132315
lookup, 1483, 533, 8, 6.529401786575685
join, 1484, 534, 246, 184.48282356044552
lookup, 1485, 534, 8, 8.130436913799326
lookup, 1486, 534, 7, 4.346988914528853
lookup, 1487, 534, 6, 4.025557952476152
join, 1488, 535, 214, 161.25587802994093
lookup, 1489, 535, 9, 8.819775794157234
lookup, 1490, 535, 7, 8.689459144056231
lookup, 1491, 535, 7, 4.503217850257836
join, 1492, 536, 267, 189.34947305743654
lookup, 1493, 536, 3, 3.3455668724987473
join, 1494, 537, 241, 277.7141702436247
join, 1495, 538, 247, 171.39173249906528
join, 1496, 539, 229, 171.3149990389896
join, 1497, 540, 224, 200.5824241509862
lookup, 1498, 540, 7, 7.889409459572285
join, 1499, 541, 229, 164.83881719556035
lookup, 1500, 541, 4, 2.6053710550107176
lookup, 1501, 541, 7, 6.316157043015837
lookup, 1502, 541, 7, 6.75961395333817
lookup, 1503, 541, 8, 6.908939379395383
join, 1504, 542, 241, 195.35578864369563
lookup, 1505, 542, 7, 5.555008597921619
lookup, 1506, 542, 6, 4.242124876462606
lookup, 1507, 542, 5, 3.0756053803016465
join, 1508, 543, 225, 209.34097812684095
join, 1509, 544, 236, 184.13625449893092
join, 1510, 545, 242, 170.3398913698918
join, 1511, 546, 230, 177.6237902574334
lookup, 1512, 546, 7, 3.6023461782319144
lookup, 1513, 546, 7, 5.780080588499719
lookup, 1514, 546, 6, 5.7095332854567555
lookup, 1515, 546, 9, 4.139913493509403
join, 1516, 547, 242, 177.5846230963067
lookup, 1517, 547, 5, 2.980990383437917
join, 1518, 548, 218, 176.93638414089745
join, 1519, 549, 241, 197.3549368274198
lookup, 1520, 549, 8, 5.636909065116402
lookup, 1521, 549, 6, 6.2788159812475515
lookup, 1522, 549, 6, 4.4856606761873135
lookup, 1523, 549, 6, 7.223974719742114
lookup, 1524, 549, 8, 8.238172332366068
lookup, 1525, 549, 8, 5.876440635072533
join, 1526, 550, 248, 200.4833937771864
lookup, 1527, 550, 6, 4.077511350816252
lookup, 1528, 550, 7, 4.232409299266409
lookup, 1529, 550, 8, 8.369631521941681
lookup, 1530, 550, 7, 6.319952159028818
lookup, 1531, 550, 7, 4.11694996964138
lookup, 1532, 550, 7, 4.789887856749931
lookup, 1533, 550, 6, 5.883849705120014
lookup, 1534, 550, 8, 6.094034665649416
lookup, 1535, 550, 8, 8.04589585176096
lookup, 1536, 550, 3, 5.4144159428312
lookup, 1537, 550, 8, 4.6695392716202635
join, 1538, 551, 232, 204.1454039788663
lookup, 1539, 551, 8, 6.826285575923551
lookup, 1540, 551, 8, 9.800892702022718
lookup, 1541, 551, 5, 4.74635375246567
lookup, 1542, 551, 6, 3.792737911455208
lookup, 1543, 551, 6, 5.07086761932725
lookup, 1544, 551, 5, 3.3336576716318174
join, 1545, 552, 244, 172.5856936657644
join, 1546, 553, 231, 160.76859711307745
lookup, 1547, 553, 5, 4.097381056616898
lookup, 1548, 553, 5, 3.056960530436525
lookup, 1549, 553, 6, 5.735973282868715
lookup, 1550, 553, 6, 3.616464008440231
join, 1551, 554, 249, 179.82102394084836
lookup, 1552, 554, 6, 3.790635920844357
lookup, 1553, 554, 7, 5.041208072016533
join, 1554, 555, 231, 177.89052580717293
lookup, 1555, 555, 8, 6.677325308601666
lookup, 1556, 555, 8, 7.6006263937274126
lookup, 1557, 555, 5, 3.7053484411445394
join, 1558, 556, 232, 229.30218501730954
lookup, 1559, 556, 6, 4.504372727560723
lookup, 1560, 556, 8, 7.441755527909191
lookup, 1561, 556, 6, 3.9034061102185693
join, 1562, 557, 239, 159.43863462922099
join, 1563, 558, 246, 195.51076445464955
lookup, 1564, 558, 4, 2.147876804845963
join, 1565, 559, 228, 182.01597476032717
lookup, 1566, 559, 9, 9.855010104533322
join, 1567, 560, 237, 191.01593182621517
lookup, 1568, 560, 7, 3.4852217943256023
join, 1569, 561, 224, 164.30456104226468
lookup, 1570, 561, 8, 6.955109334979426
lookup, 1571, 561, 6, 4.871209831555082
lookup, 1572, 561, 8, 6.499052396225976
lookup, 1573, 561, 8, 8.651493473806683
lookup, 1574, 561, 8, 6.69876119057209
lookup, 1575, 561, 5, 2.819197288997835
lookup, 1576, 561, 6, 3.7717074059391242
join, 1577, 562, 253, 239.92196837205054
join, 1578, 563, 220, 175.32721504418154
lookup, 1579, 563, 6, 4.8331663770092295
lookup, 1580, 563, 10, 7.874316280679382
lookup, 1581, 563, 6, 2.7981542398116552
join, 1582, 564, 234, 237.33003386248265
lookup, 1583, 564, 7, 7.819252487629056
lookup, 1584, 564, 8, 4.886058465241844
lookup, 1585, 564, 8, 6.9362561811887495
join, 1586, 565, 251, 225.31291309865634
join, 1587, 566, 238, 181.52980361557923
lookup, 1588, 566, 6, 4.921352569653731
lookup, 1589, 566, 7, 5.3945129296881165
lookup, 1590, 566, 8, 7.211747167410896
lookup, 1591, 566, 7, 4.011599545590828
lookup, 1592, 566, 8, 7.863204830803517
lookup, 1593, 566, 6, 4.811939691602791
lookup, 1594, 566, 4, 3.953305215742945
join, 1595, 567, 220, 189.13870961864623
lookup, 1596, 567, 7, 5.814917124348182
lookup, 1597, 567, 10, 9.131583983369934
lookup, 1598, 567, 4, 3.1441358131829973
lookup, 1599, 567, 6, 5.520520075223431
lookup, 1600, 567, 6, 5.679798662322566
join, 1601, 568, 231, 195.88962033223206
lookup, 1602, 568, 8, 9.510894705032225
lookup, 1603, 568, 9, 5.857284601901643
join, 1604, 569, 221, 153.8361915443894
lookup, 1605, 569, 6, 6.027230392692769
lookup, 1606, 569, 7, 4.528192304885304
join, 1607, 570, 242, 242.73040861467254
join, 1608, 571, 235, 209.73493044222732
lookup, 1609, 571, 8, 6.740874835531341
lookup, 1610, 571, 8, 6.7191911062106735
lookup, 1611, 571, 7, 3.0696719694967016
lookup, 1612, 571, 6, 7.135064788373063
join, 1613, 572, 231, 178.09033107765276
lookup, 1614, 572, 6, 5.824976133064046
join, 1615, 573, 239, 184.994070338483
lookup, 1616, 573, 7, 3.9287507574858145
join, 1617, 574, 236, 158.27213856577072
join, 1618, 575, 265, 217.92465602674594
lookup, 1619, 575, 5, 2.771444366071989
lookup, 1620, 575, 7, 6.39817575710753
join, 1621, 576, 234, 213.3469769266526
join, 1622, 577, 251, 189.88343165660527
lookup, 1623, 577, 9, 6.336754829666095
join, 1624, 578, 245, 250.75815598869193
join, 1625, 579, 254, 203.79497097224908
join, 1626, 580, 239, 180.06971644058135
lookup, 1627, 580, 6, 6.0024857694917735
lookup, 1628, 580, 7, 3.736198994485054
join, 1629, 581, 237, 191.00072658381305
join, 1630, 582, 254, 198.43178619923088
lookup, 1631, 582, 7, 6.038077738904811
join, 1632, 583, 236, 177.95763763710374
join, 1633, 584, 248, 267.13034228720574
lookup, 1634, 584, 5, 1.892328250494086
lookup, 1635, 584, 8, 5.490733916525677
lookup, 1636, 584, 5, 3.8526701292129006
lookup, 1637, 584, 6, 3.099425208391758
lookup, 1638, 584, 7, 4.917837508088905
lookup, 1639, 584, 6, 3.9782979001844425
join, 1640, 585, 231, 200.8141702184948
lookup, 1641, 585, 4, 3.766070246493061
join, 1642, 586, 240, 223.1628444416182
lookup, 1643, 586, 8, 7.1783169792878825
join, 1644, 587, 247, 197.43354443469948
lookup, 1645, 587, 8, 5.551644307503782
lookup, 1646, 587, 6, 5.319908579035353
join, 1647, 588, 232, 156.66418109369766
lookup, 1648, 588, 5, 4.35214394384554
join, 1649, 589, 246, 229.83472932921887
lookup, 1650, 589, 5, 5.628976525514456
lookup, 1651, 589, 5, 4.41415483082811
lookup, 1652, 589, 6, 5.568333539594985
lookup, 1653, 589, 7, 4.935765024026269
lookup, 1654, 589, 5, 4.830069698331689
lookup, 1655, 589, 9, 8.590228801289175
lookup, 1656, 589, 9, 8.227690697016929
join, 1657, 590, 264, 210.46514047680384
lookup, 1658, 590, 9, 5.5090058529051
lookup, 1659, 590, 6, 4.708578481753572
lookup, 1660, 590, 9, 8.058598937904929
lookup, 1661, 590, 6, 4.587331508921311
lookup, 1662, 590, 5, 3.869030292370016
lookup, 1663, 590, 7, 6.51943498010541
lookup, 1664, 590, 6, 2.893690976340698
lookup, 1665, 590, 6, 5.958175705071577
lookup, 1666, 590, 8, 5.612338426017807
join, 1667, 591, 247, 166.0188255036782
lookup, 1668, 591, 6, 5.705243139991928
lookup, 1669, 591, 7, 5.772569903658932
lookup, 1670, 591, 6, 5.292923175104847
join, 1671, 592, 252, 234.229179557263
lookup, 1672, 592, 6, 4.1766241356830776
join, 1673, 593, 228, 182.08094470013006
join, 1674, 594, 239, 233.79855803796306
lookup, 1675, 594, 6, 2.619172684649325
lookup, 1676, 594, 7, 5.57744435273046
lookup, 1677, 594, 8, 5.587454509691438
lookup, 1678, 594, 6, 8.207520678126954
join, 1679, 595, 218, 162.26233059306156
join, 1680, 596, 243, 148.39151648877086
lookup, 1681, 596, 9, 8.416705156988124
lookup, 1682, 596, 6, 4.407423174326771
lookup, 1683, 596, 8, 6.170280786641476
lookup, 1684, 596, 7, 6.750105180173122
lookup, 1685, 596, 7, 5.340431888803997
join, 1686, 597, 235, 159.99631300694375
join, 1687, 598, 231, 173.841380963373
lookup, 1688, 598, 7, 7.022622868607318
join, 1689, 599, 219, 149.04482623637276
join, 1690, 600, 258, 202.8475004166983
join, 1691, 601, 220, 139.20678717836796
lookup, 1692, 601, 7, 3.816632709211933
join, 1693, 602, 253, 243.47042287020355
join, 1694, 603, 232, 161.05712239731685
join, 1695, 604, 226, 201.51626375661215
lookup, 1696, 604, 9, 11.99357153711395
lookup, 1697, 604, 5, 4.326940105588876
lookup, 1698, 604, 7, 4.7233056805152405
lookup, 1699, 604, 10, 9.324905857664804
join, 1700, 605, 254, 184.80871977094318
lookup, 1701, 605, 6, 4.451504684675947
lookup, 1702, 605, 5, 4.642822874770482
join, 1703, 606, 264, 203.16634925999554
join, 1704, 607, 253, 200.81800545018027
join, 1705, 608, 232, 165.48638298987905
lookup, 1706, 608, 9, 4.4861296028660504
lookup, 1707, 608, 10, 5.735850516152775
lookup, 1708, 608, 9, 8.25255251992711
lookup, 1709, 608, 8, 8.736222858032683
join, 1710, 609, 243, 175.67680373233534
lookup, 1711, 609, 7, 5.417508553775475
lookup, 1712, 609, 7, 4.1547352737434515
lookup, 1713, 609, 6, 4.284834761317891
join, 1714, 610, 237, 199.55808319914874
lookup, 1715, 610, 7, 6.995958898450336
join, 1716, 611, 246, 150.5693955665546
join, 1717, 612, 235, 175.88245439119618
lookup, 1718, 612, 9, 7.540554452658578
lookup, 1719, 612, 7, 4.8272260786610115
join, 1720, 613, 242, 209.71409025013983
lookup, 1721, 613, 6, 4.018257387011304
lookup, 1722, 613, 7, 3.3689169260717007
join, 1723, 614, 261, 159.62273267808595
lookup, 1724, 614, 9, 8.93804404442722
lookup, 1725, 614, 7, 4.975345624688297
join, 1726, 615, 220, 127.8256964582041
join, 1727, 616, 237, 188.95951345436947
join, 1728, 617, 240, 196.4978483963993
lookup, 1729, 617, 8, 7.999854734656376
lookup, 1730, 617, 5, 3.4916269569172735
lookup, 1731, 617, 4, 2.6788646089970456
join, 1732, 618, 216, 214.099352134572
join, 1733, 619, 246, 258.5708716310603
lookup, 1734, 619, 7, 3.714850060855688
lookup, 1735, 619, 8, 7.135225259848998
lookup, 1736, 619, 5, 5.390341430087595
lookup, 1737, 619, 8, 7.096454626375336
lookup, 1738, 619, 9, 9.179381785190422
join, 1739, 620, 251, 191.91096545584716
lookup, 1740, 620, 7, 9.420933378035423
lookup, 1741, 620, 5, 5.263459215103523
lookup, 1742, 620, 5, 2.9946040109550225
lookup, 1743, 620, 7, 4.310851116167149
lookup, 1744, 620, 6, 4.852901849846642
join, 1745, 621, 225, 147.25172336649044
lookup, 1746, 621, 7, 5.768478960977827
join, 1747, 622, 259, 200.41773408921918
join, 1748, 623, 263, 177.56706822677435
join, 1749, 624, 226, 194.78139106880138
join, 1750, 625, 240, 174.29811715569235
join, 1751, 626, 256, 206.45819120125086
lookup, 1752, 626, 4, 5.318775528188927
lookup, 1753, 626, 5, 3.6478299517910675
lookup, 1754, 626, 5, 5.2836887354223165
lookup, 1755, 626, 10, 12.477192045556183
lookup, 1756, 626, 4, 2.998961849739171
lookup, 1757, 626, 7, 5.832143311143938
lookup, 1758, 626, 4, 5.329985001848223
lookup, 1759, 626, 8, 5.963546933053055
lookup, 1760, 626, 7, 4.577721916640503
lookup, 1761, 626, 5, 4.80073583077419
join, 1762, 627, 253, 176.17843942650774
lookup, 1763, 627, 6, 2.7295121644307656
lookup, 1764, 627, 7, 5.858126953665945
lookup, 1765, 627, 8, 6.032492931878159
lookup, 1766, 627, 5, 3.9027795151450113
join, 1767, 628, 244, 160.92816473509848
join, 1768, 629, 237, 181.5738803328137
join, 1769, 630, 263, 238.25019998016526
lookup, 1770, 630, 9, 6.177748097176099
lookup, 1771, 630, 7, 7.873691175851512
lookup, 1772, 630, 8, 7.176282524990574
join, 1773, 631, 244, 211.5230057052466
join, 1774, 632, 251, 181.9119410718031
lookup, 1775, 632, 8, 7.411144577647197
lookup, 1776, 632, 8, 5.873086396044456
lookup, 1777, 632, 7, 7.308846485617656
lookup, 1778, 632, 7, 5.540296301747424
lookup, 1779, 632, 6, 4.4475052092229665
lookup, 1780, 632, 7, 4.460673200814094
lookup, 1781, 632, 6, 4.073843732971099
lookup, 1782, 632, 6, 5.021287659243141
lookup, 1783, 632, 4, 2.9841314956712086
lookup, 1784, 632, 6, 4.751075679801616
join, 1785, 633, 249, 189.41431855024166
lookup, 1786, 633, 5, 4.183244169057116
join, 1787, 634, 251, 177.44403858926967
lookup, 1788, 634, 6, 6.0394866471868
lookup, 1789, 634, 8, 7.156223381629715
lookup, 1790, 634, 6, 5.2524661192579485
join, 1791, 635, 247, 177.46162694569264
lookup, 1792, 635, 6, 4.863560488697096
lookup, 1793, 635, 8, 9.659979209734745
join, 1794, 636, 263, 202.39570141931176
lookup, 1795, 636, 6, 4.172067695052178
lookup, 1796, 636, 7, 5.538567978244834
lookup, 1797, 636, 8, 5.849954883728742
lookup, 1798, 636, 9, 7.6951758625995685
join, 1799, 637, 264, 252.19821027852558
lookup, 1800, 637, 5, 4.014793892254584
lookup, 1801, 637, 8, 5.067184577646024
join, 1802, 638, 228, 180.12478122040577
join, 1803, 639, 248, 164.9039901468112
lookup, 1804, 639, 5, 3.538625975259021
join, 1805, 640, 215, 137.93475293379115
lookup, 1806, 640, 6, 6.12537756653213
lookup, 1807, 640, 6, 4.866286411759209
lookup, 1808, 640, 7, 6.400036439299248
join, 1809, 641, 230, 185.29990300169788
lookup, 1810, 641, 6, 4.248157110906961
lookup, 1811, 641, 6, 4.0192388695082375
join, 1812, 642, 243, 179.9385570684408
join, 1813, 643, 244, 198.83968138701616
lookup, 1814, 643, 8, 6.342427579094074
lookup, 1815, 643, 5, 4.887078208984802
join, 1816, 644, 243, 196.49672004389583
lookup, 1817, 644, 8, 7.389141404046615
lookup, 1818, 644, 5, 2.927006706693857
join, 1819, 645, 255, 147.9651017142283
lookup, 1820, 645, 7, 3.497905621003524
join, 1821, 646, 254, 208.87388894163777
join, 1822, 647, 241, 178.0020449704136
join, 1823, 648, 247, 209.93257785812247
join, 1824, 649, 231, 223.52389381852944
lookup, 1825, 649, 7, 3.7073059567267337
join, 1826, 650, 260, 204.00648622657533
lookup, 1827, 650, 7, 6.044063899385726
lookup, 1828, 650, 8, 6.249842732733358
lookup, 1829, 650, 4, 4.475530959313525
lookup, 1830, 650, 7, 8.103484028227301
lookup, 1831, 650, 8, 5.05336809395334
join, 1832, 651, 263, 217.86811830606032
lookup, 1833, 651, 10, 8.05018042686444
lookup, 1834, 651, 7, 3.9325012183738015
lookup, 1835, 651, 8, 5.563954684365799
lookup, 1836, 651, 8, 6.146861078745917
lookup, 1837, 651, 4, 3.1311422807666376
join, 1838, 652, 249, 176.8734212649483
lookup, 1839, 652, 8, 9.039909655301573
join, 1840, 653, 260, 181.08891348680444
lookup, 1841, 653, 8, 10.153251760240448
lookup, 1842, 653, 7, 3.8498100506948045
lookup, 1843, 653, 7, 4.347172023540124
lookup, 1844, 653, 5, 4.904697648200877
lookup, 1845, 653, 6, 5.310122316060323
lookup, 1846, 653, 7, 6.559747211001015
lookup, 1847, 653, 11, 9.16715284657616
lookup, 1848, 653, 13, 10.869737126796558
lookup, 1849, 653, 4, 4.564556185760935
lookup, 1850, 653, 5, 3.2570716573773635
lookup, 1851, 653, 5, 4.921342838411715
lookup, 1852, 653, 8, 6.963461884137119
lookup, 1853, 653, 6, 6.42314474978421
join, 1854, 654, 248, 203.03566930556067
lookup, 1855, 654, 6, 6.346164660005912
join, 1856, 655, 242, 214.00053442227647
join, 1857, 656, 218, 205.09016944953618
join, 1858, 657, 255, 201.50566624069126
join, 1859, 658, 252, 167.252002523989
lookup, 1860, 658, 7, 6.713261578718708
join, 1861, 659, 249, 161.90056632246183
lookup, 1862, 659, 8, 6.521905392040308
lookup, 1863, 659, 7, 3.0413260600775534
lookup, 1864, 659, 6, 3.738375630341862
join, 1865, 660, 248, 193.24585458260583
lookup, 1866, 660, 6, 2.726974847648928
join, 1867, 661, 235, 184.8811154155705
join, 1868, 662, 242, 143.3441378787453
lookup, 1869, 662, 10, 10.057403583135288
join, 1870, 663, 249, 149.25523616532496
lookup, 1871, 663, 7, 8.304519436171152
lookup, 1872, 663, 6, 5.476422408251084
join, 1873, 664, 246, 220.39357745800018
lookup, 1874, 664, 6, 3.7956354595885053
lookup, 1875, 664, 6, 3.647316857741409
lookup, 1876, 664, 8, 7.517281841247117
join, 1877, 665, 244, 221.15506587773052
join, 1878, 666, 243, 184.7582968541712
join, 1879, 667, 250, 142.83849662125937
lookup, 1880, 667, 5, 3.8779980101324583
lookup, 1881, 667, 8, 5.362755830388945
join, 1882, 668, 242, 189.7493753168582
lookup, 1883, 668, 6, 4.761631017916223
join, 1884, 669, 263, 187.05659372361785
lookup, 1885, 669, 6, 8.590031988447222
join, 1886, 670, 238, 166.98647979475362
lookup, 1887, 670, 7, 3.70007615268049
lookup, 1888, 670, 7, 6.903272239498058
lookup, 1889, 670, 6, 4.025827136771775
lookup, 1890, 670, 6, 4.46383192822702
join, 1891, 671, 245, 183.39812935280074
join, 1892, 672, 227, 160.6862582352831
join, 1893, 673, 249, 181.23268332789644
lookup, 1894, 673, 8, 10.464783714830237
lookup, 1895, 673, 4, 4.583621659981182
lookup, 1896, 673, 6, 4.1902123009991055
lookup, 1897, 673, 6, 4.599270804106826
lookup, 1898, 673, 6, 6.5302439996194455
lookup, 1899, 673, 7, 7.486046529008599
lookup, 1900, 673, 5, 3.7341666557119955
join, 1901, 674, 262, 200.2075879086728
lookup, 1902, 674, 4, 5.019984478151029
lookup, 1903, 674, 6, 4.759261909928414
join, 1904, 675, 248, 149.93110769130806
lookup, 1905, 675, 9, 7.046987917999491
join, 1906, 676, 245, 167.08312860714545
lookup, 1907, 676, 6, 5.064484554803794
lookup, 1908, 676, 7, 5.526828920833816
lookup, 1909, 676, 4, 2.054468014116009
lookup, 1910, 676, 6, 5.477715641730513
lookup, 1911, 676, 8, 6.9761852000426146
lookup, 1912, 676, 6, 3.2189030509365364
lookup, 1913, 676, 6, 3.4549892824940853
lookup, 1914, 676, 6, 5.543708489242366
lookup, 1915, 676, 6, 3.70287132589369
join, 1916, 677, 249, 211.81895134870146
lookup, 1917, 677, 7, 4.2036597663674815
join, 1918, 678, 262, 214.6059535486667
lookup, 1919, 678, 8, 6.376513293331924
join, 1920, 679, 279, 173.49497038253492
lookup, 1921, 679, 6, 7.300071660681805
lookup, 1922, 679, 6, 3.5901533049204897
lookup, 1923, 679, 8, 4.2261793120341995
join, 1924, 680, 260, 186.52468977546675
lookup, 1925, 680, 8, 6.062804848808681
join, 1926, 681, 242, 190.78112942872642
lookup, 1927, 681, 6, 4.404127677728414
lookup, 1928, 681, 7, 8.289898816980509
lookup, 1929, 681, 6, 3.5194111223441995
lookup, 1930, 681, 8, 5.355854900006185
join, 1931, 682, 243, 204.4182923221079
lookup, 1932, 682, 7, 6.928279880649628
lookup, 1933, 682, 7, 5.690898228962389
join, 1934, 683, 252, 235.24573332920252
lookup, 1935, 683, 9, 6.478628169925902
lookup, 1936, 683, 6, 3.7845119231825683
lookup, 1937, 683, 8, 7.107057143553424
lookup, 1938, 683, 5, 5.408267231599426
join, 1939, 684, 251, 198.43831274283068
lookup, 1940, 684, 7, 5.168119795884626
lookup, 1941, 684, 5, 3.7271582738684406
join, 1942, 685, 256, 226.9809686973437
lookup, 1943, 685, 6, 5.576133045499573
lookup, 1944, 685, 9, 6.959868082105125
lookup, 1945, 685, 8, 4.966468880108419
join, 1946, 686, 232, 254.45506119653896
lookup, 1947, 686, 5, 4.186217109742856
lookup, 1948, 686, 8, 8.451437006892728
lookup, 1949, 686, 4, 2.621938258486238
join, 1950, 687, 242, 181.10035187805298
lookup, 1951, 687, 9, 5.07564150956915
lookup, 1952, 687, 5, 4.25449828196372
lookup, 1953, 687, 6, 6.753793231817188
lookup, 1954, 687, 6, 2.3642139187363256
join, 1955, 688, 227, 164.75540250401036
join, 1956, 689, 260, 184.71897147520846
lookup, 1957, 689, 10, 7.532617305032855
join, 1958, 690, 239, 208.70921086171552
join, 1959, 691, 252, 162.84051303064712
join, 1960, 692, 236, 173.3083890021037
lookup, 1961, 692, 8, 4.979041957190298
lookup, 1962, 692, 7, 5.825767449585587
lookup, 1963, 692, 8, 4.710387500365811
lookup, 1964, 692, 9, 8.05559307094017
lookup, 1965, 692, 8, 6.490450224870807
join, 1966, 693, 262, 221.24730962814343
join, 1967, 694, 236, 179.44472719446222
join, 1968, 695, 255, 159.26398221133962
join, 1969, 696, 257, 193.80300965229745
join, 1970, 697, 275, 202.3335517049731
join, 1971, 698, 251, 212.40465255884487
lookup, 1972, 698, 9, 7.232959142822429
join, 1973, 699, 234, 161.22839859408026
join, 1974, 700, 236, 132.93615105935191
lookup, 1975, 700, 4, 4.267714929380512
lookup, 1976, 700, 5, 4.995107555335804
lookup, 1977, 700, 7, 8.400196931187503
join, 1978, 701, 238, 171.12490711777022
lookup, 1979, 701, 10, 4.274602999121226
join, 1980, 702, 242, 203.18921955952703
lookup, 1981, 702, 6, 3.0182738560473386
lookup, 1982, 702, 5, 5.123136170525688
join, 1983, 703, 248, 185.22592112862392
join, 1984, 704, 269, 222.71096012133958
lookup, 1985, 704, 8, 8.10639715491345
lookup, 1986, 704, 7, 8.054730381718048
lookup, 1987, 704, 7, 5.6072129075633645
lookup, 1988, 704, 5, 6.421860220880049
lookup, 1989, 704, 5, 3.2178297277421857
lookup, 1990, 704, 7, 5.918959067383085
lookup, 1991, 704, 7, 5.435181721316874
join, 1992, 705, 241, 185.77492843501224
lookup, 1993, 705, 4, 4.039555696768167
join, 1994, 706, 252, 202.5922923986895
join, 1995, 707, 264, 190.0255603731333
lookup, 1996, 707, 10, 7.127050965044229
lookup, 1997, 707, 8, 9.951208380221985
join, 1998, 708, 241, 192.01211942934717
join, 1999, 709, 254, 222.8530105088526
lookup, 2000, 709, 8, 4.829054323822927
join, 2001, 710, 254, 201.80252978495696
lookup, 2002, 710, 7, 5.910180606228885
lookup, 2003, 710, 6, 7.585247783790439
lookup, 2004, 710, 6, 6.010307187135801
lookup, 2005, 710, 4, 1.2829000010313294
join, 2006, 711, 254, 216.91923137002294
lookup, 2007, 711, 5, 3.4487853136037274
join, 2008, 712, 249, 168.14725959353876
lookup, 2009, 712, 4, 3.0998816491367593
lookup, 2010, 712, 6, 5.0846835301071325
join, 2011, 713, 254, 176.06659831880648
lookup, 2012, 713, 6, 6.713972024970666
lookup, 2013, 713, 8, 8.040872513793623
join, 2014, 714, 263, 209.73366852695315
lookup, 2015, 714, 5, 3.2350041408530017
join, 2016, 715, 255, 181.23660132435137
lookup, 2017, 715, 6, 3.3134552824288668
join, 2018, 716, 250, 173.4821948931942
lookup, 2019, 716, 8, 4.980410830227244
lookup, 2020, 716, 7, 3.2309563176036575
join, 2021, 717, 236, 213.01983401378274
join, 2022, 718, 253, 197.46891967055916
