op_type, op_index, network_size, n_connections, total_time
join, 0, 1, 0, 0
join, 1, 2, 67, 19.809657732499712
lookup, 2, 2, 2, 0.600292658560597
lookup, 3, 2, 3, 1.200585317121194
lookup, 4, 2, 2, 0.600292658560597
lookup, 5, 2, 3, 1.200585317121194
lookup, 6, 2, 3, 1.200585317121194
lookup, 7, 2, 2, 0.600292658560597
join, 8, 3, 74, 42.70422905536884
join, 9, 4, 93, 77.04027116406645
join, 10, 5, 79, 42.44897105426586
lookup, 11, 5, 3, 1.938230826809434
lookup, 12, 5, 3, 2.6560220482049806
join, 13, 6, 81, 48.10374784839909
join, 14, 7, 88, 46.3116062776494
lookup, 15, 7, 3, 4.198757731025306
lookup, 16, 7, 4, 1.3463824693783875
lookup, 17, 7, 4, 2.1974549879778413
join, 18, 8, 106, 77.15030909758659
lookup, 19, 8, 5, 3.814505559995034
lookup, 20, 8, 3, 2.4433004957634905
join, 21, 9, 112, 78.22694521926658
join, 22, 10, 107, 73.44975935845734
lookup, 23, 10, 4, 2.557244296892879
lookup, 24, 10, 3, 0.9421789397246672
lookup, 25, 10, 3, 1.2063943059285784
lookup, 26, 10, 5, 3.520401608311325
lookup, 27, 10, 3, 1.9737673193048757
lookup, 28, 10, 2, 0.2507528930008791
lookup, 29, 10, 3, 2.372721786326708
lookup, 30, 10, 4, 1.914999559713949
join, 31, 11, 107, 73.99930850052692
lookup, 32, 11, 4, 1.914999559713949
lookup, 33, 11, 3, 1.4262553976561774
lookup, 34, 11, 4, 2.891264516989889
join, 35, 12, 117, 96.82547447483992
lookup, 36, 12, 3, 1.5010881240935723
join, 37, 13, 124, 58.49824022084465
lookup, 38, 13, 4, 4.106091127758072
lookup, 39, 13, 6, 2.190224292925844
lookup, 40, 13, 4, 2.454707185130726
lookup, 41, 13, 4, 2.0280034925985877
lookup, 42, 13, 4, 2.562498843921931
lookup, 43, 13, 2, 1.0334555510946597
join, 44, 14, 125, 86.40899809390574
join, 45, 15, 119, 69.26692347827633
lookup, 46, 15, 4, 3.9980172925230333
lookup, 47, 15, 3, 2.1155802266724493
join, 48, 16, 129, 85.11516595115235
lookup, 49, 16, 4, 5.530400333666897
join, 50, 17, 124, 82.26745383600444
join, 51, 18, 128, 74.35368833755723
lookup, 52, 18, 3, 1.5351010241352658
join, 53, 19, 105, 87.11765792981676
join, 54, 20, 108, 67.30243944379983
join, 55, 21, 136, 85.70218904473818
lookup, 56, 21, 3, 1.2063943059285784
lookup, 57, 21, 4, 1.956746608210905
lookup, 58, 21, 4, 1.4203770101931186
lookup, 59, 21, 5, 4.351333379790935
lookup, 60, 21, 3, 1.497787996407629
join, 61, 22, 113, 80.42084700124242
lookup, 62, 22, 4, 1.952391722837089
lookup, 63, 22, 4, 5.223547628260817
lookup, 64, 22, 4, 4.962214718245104
join, 65, 23, 125, 65.60866056575766
lookup, 66, 23, 5, 3.209272654261853
lookup, 67, 23, 5, 3.7349607493420507
join, 68, 24, 129, 96.07226881641112
lookup, 69, 24, 3, 2.397264464064254
lookup, 70, 24, 4, 3.983140989200087
join, 71, 25, 131, 101.80446688069888
join, 72, 26, 126, 99.88139397103434
lookup, 73, 26, 5, 4.54413666806841
join, 74, 27, 123, 80.99995207331622
join, 75, 28, 146, 105.21667069942104
lookup, 76, 28, 3, 2.6086188484341424
join, 77, 29, 132, 112.73017721788582
join, 78, 30, 134, 83.07044964624458
join, 79, 31, 145, 80.08109897636567
lookup, 80, 31, 6, 5.549300504459251
lookup, 81, 31, 3, 2.0021465193510375
lookup, 82, 31, 4, 3.4924350823905534
lookup, 83, 31, 5, 4.632161853751148
lookup, 84, 31, 4, 3.397925353367094
join, 85, 32, 140, 104.75417675497604
join, 86, 33, 126, 92.44396205666193
lookup, 87, 33, 5, 4.552357517832178
join, 88, 34, 150, 91.2994019170621
lookup, 89, 34, 4, 3.1347105755521243
lookup, 90, 34, 6, 3.023147073162655
lookup, 91, 34, 3, 2.54307548402659
lookup, 92, 34, 3, 1.2607983661460156
join, 93, 35, 147, 112.10855624679832
join, 94, 36, 149, 107.93008022725006
lookup, 95, 36, 4, 4.530660225997191
lookup, 96, 36, 6, 3.876868252812619
lookup, 97, 36, 3, 1.969516201841144
lookup, 98, 36, 7, 5.669621815060742
lookup, 99, 36, 5, 4.066471219785181
join, 100, 37, 135, 83.83972565058181
lookup, 101, 37, 5, 3.4681483253065055
lookup, 102, 37, 5, 3.8532208246397093
lookup, 103, 37, 6, 4.311015473466798
lookup, 104, 37, 3, 3.327515706906902
lookup, 105, 37, 6, 3.8718276978597146
lookup, 106, 37, 4, 3.272216605400397
join, 107, 38, 150, 114.14815951222832
lookup, 108, 38, 7, 4.616829135591165
lookup, 109, 38, 3, 2.1888647203216536
join, 110, 39, 149, 105.04134216666296
lookup, 111, 39, 6, 4.085494688830837
lookup, 112, 39, 5, 3.3665678764495874
join, 113, 40, 160, 106.24666812212044
join, 114, 41, 141, 75.92066574205853
lookup, 115, 41, 6, 4.2264723322024516
join, 116, 42, 142, 104.04255881404195
lookup, 117, 42, 5, 4.497955248627058
lookup, 118, 42, 8, 4.79526275904111
join, 119, 43, 140, 120.7327407372293
lookup, 120, 43, 4, 2.344130792215522
lookup, 121, 43, 4, 3.9083561065698196
lookup, 122, 43, 6, 4.204185978533699
lookup, 123, 43, 6, 3.8248244089859567
lookup, 124, 43, 6, 3.9003180086280427
join, 125, 44, 151, 116.91449109416301
join, 126, 45, 127, 87.09074441432058
join, 127, 46, 151, 75.6036361836167
join, 128, 47, 144, 92.37747915122101
lookup, 129, 47, 3, 1.5251549920821197
join, 130, 48, 163, 132.72734990952387
lookup, 131, 48, 7, 6.505638557235596
lookup, 132, 48, 4, 2.9057160746186588
join, 133, 49, 150, 86.32357720631175
join, 134, 50, 145, 78.55624976102408
lookup, 135, 50, 5, 5.798446387516604
lookup, 136, 50, 5, 4.058783440280834
lookup, 137, 50, 2, 1.161847248816716
join, 138, 51, 156, 90.03352088008289
join, 139, 52, 143, 84.62224814355062
join, 140, 53, 155, 114.03983550228598
join, 141, 54, 163, 116.95032313825216
join, 142, 55, 154, 91.60276595611818
lookup, 143, 55, 8, 5.964549399970782
join, 144, 56, 175, 101.01888079498413
join, 145, 57, 154, 134.16616902352598
lookup, 146, 57, 6, 4.610259321598267
lookup, 147, 57, 5, 3.572784538201143
lookup, 148, 57, 7, 5.863116947843812
join, 149, 58, 166, 148.70620685263364
join, 150, 59, 146, 138.2241163371339
lookup, 151, 59, 4, 2.701525292878513
lookup, 152, 59, 6, 5.082951036420087
join, 153, 60, 146, 89.55157358550142
lookup, 154, 60, 5, 2.8208192923702997
join, 155, 61, 178, 103.39202315656026
lookup, 156, 61, 5, 5.197009906596898
join, 157, 62, 169, 117.58379686374306
join, 158, 63, 199, 132.1834839447886
lookup, 159, 63, 5, 5.8034386753338945
lookup, 160, 63, 6, 6.6773662539924885
join, 161, 64, 161, 89.00001887250365
lookup, 162, 64, 7, 4.401102597471344
lookup, 163, 64, 6, 5.917865284677112
lookup, 164, 64, 5, 4.9968340951587376
join, 165, 65, 170, 82.44141886746544
join, 166, 66, 195, 172.33972921890035
lookup, 167, 66, 5, 3.492414868298451
join, 168, 67, 159, 120.31377376216832
join, 169, 68, 187, 136.465589570165
join, 170, 69, 165, 132.0869667826376
lookup, 171, 69, 5, 2.526641239022191
lookup, 172, 69, 5, 4.006831281563053
lookup, 173, 69, 6, 4.093449072828895
join, 174, 70, 157, 81.55270578137424
lookup, 175, 70, 6, 5.769031482854763
lookup, 176, 70, 6, 3.3429821636803756
join, 177, 71, 181, 98.37646188565893
lookup, 178, 71, 3, 2.3394311037129745
lookup, 179, 71, 5, 2.975966868208991
lookup, 180, 71, 7, 5.165493812280143
lookup, 181, 71, 4, 2.3654432365531606
join, 182, 72, 190, 95.78257044345511
lookup, 183, 72, 6, 4.555457522930511
lookup, 184, 72, 4, 3.7950083995971817
lookup, 185, 72, 3, 4.900992652850675
lookup, 186, 72, 5, 4.563269807548217
lookup, 187, 72, 7, 4.082632831613817
lookup, 188, 72, 5, 4.309872882555874
join, 189, 73, 180, 134.18862117630417
lookup, 190, 73, 5, 2.4873645314256887
join, 191, 74, 189, 152.79374172913586
join, 192, 75, 155, 86.46143978062115
lookup, 193, 75, 4, 2.8100933541624356
lookup, 194, 75, 7, 3.672179664480547
lookup, 195, 75, 4, 1.888793284874108
lookup, 196, 75, 6, 2.5984882696197777
join, 197, 76, 172, 152.83473097305378
lookup, 198, 76, 7, 5.000718434914987
lookup, 199, 76, 5, 5.584632412629743
lookup, 200, 76, 4, 3.9567174819856916
lookup, 201, 76, 3, 0.998726481210156
lookup, 202, 76, 7, 4.139719169122387
lookup, 203, 76, 7, 3.882085277800435
join, 204, 77, 187, 129.2340354173032
join, 205, 78, 179, 155.61048217552656
lookup, 206, 78, 6, 4.22305822424536
join, 207, 79, 176, 131.57859734380304
join, 208, 80, 180, 187.3334008138049
lookup, 209, 80, 3, 2.239206890325229
join, 210, 81, 171, 136.27040769892741
lookup, 211, 81, 4, 4.544195481830183
lookup, 212, 81, 7, 6.217033357745676
lookup, 213, 81, 4, 3.184014057781357
join, 214, 82, 169, 125.89854519718084
lookup, 215, 82, 7, 7.316566091063605
lookup, 216, 82, 6, 4.037271791378048
lookup, 217, 82, 6, 2.5263592869156297
lookup, 218, 82, 4, 3.3892113392887167
lookup, 219, 82, 4, 3.160654786734958
lookup, 220, 82, 6, 5.39369737711959
lookup, 221, 82, 3, 2.1529825295651426
join, 222, 83, 189, 124.04841185061723
lookup, 223, 83, 5, 5.057246076484143
lookup, 224, 83, 7, 5.047998559794323
lookup, 225, 83, 6, 5.353154307181128
lookup, 226, 83, 5, 4.202155375888414
join, 227, 84, 183, 102.94498311857289
lookup, 228, 84, 4, 5.948462519800831
lookup, 229, 84, 4, 3.3086948141577004
join, 230, 85, 160, 108.36805892856964
join, 231, 86, 167, 119.89067753639614
lookup, 232, 86, 3, 2.5088047707202037
lookup, 233, 86, 5, 4.463437988881583
join, 234, 87, 175, 99.15357616828746
lookup, 235, 87, 6, 3.850795982278693
lookup, 236, 87, 6, 5.374103689845304
join, 237, 88, 178, 113.89940295738755
join, 238, 89, 170, 158.0130644466044
lookup, 239, 89, 4, 4.246008094386843
lookup, 240, 89, 7, 7.667069666849909
lookup, 241, 89, 6, 6.266479148843521
lookup, 242, 89, 7, 6.961236995195566
join, 243, 90, 159, 115.82473492296774
lookup, 244, 90, 5, 6.670967567991586
lookup, 245, 90, 4, 3.898682738612205
lookup, 246, 90, 5, 2.3425762086363227
lookup, 247, 90, 6, 6.4154007264671655
join, 248, 91, 183, 167.22499648738375
lookup, 249, 91, 7, 7.640927578803561
join, 250, 92, 184, 153.76321791521983
lookup, 251, 92, 6, 7.400238507079557
join, 252, 93, 173, 118.57840609547364
join, 253, 94, 188, 127.89910955445842
lookup, 254, 94, 4, 3.947783568910305
lookup, 255, 94, 6, 3.947095032686316
lookup, 256, 94, 2, 0.8062163015985306
join, 257, 95, 186, 96.42641901246724
lookup, 258, 95, 5, 3.065319689600411
join, 259, 96, 185, 191.4086867160571
lookup, 260, 96, 3, 1.1841476095036443
lookup, 261, 96, 7, 3.774179095471666
join, 262, 97, 159, 157.24719094778965
join, 263, 98, 184, 113.75248345951911
join, 264, 99, 194, 103.75586724925127
lookup, 265, 99, 5, 1.4030230164064528
join, 266, 100, 178, 127.85632659789161
lookup, 267, 100, 3, 5.603853863494839
lookup, 268, 100, 3, 0.9572327767847277
lookup, 269, 100, 5, 4.311235231465772
join, 270, 101, 166, 159.8182301861781
join, 271, 102, 180, 135.91137556984665
lookup, 272, 102, 7, 5.110591818603534
lookup, 273, 102, 6, 5.647092866604801
lookup, 274, 102, 6, 6.115034353532848
lookup, 275, 102, 3, 2.5778443342532436
lookup, 276, 102, 6, 4.27247906189565
join, 277, 103, 198, 140.16096932787653
lookup, 278, 103, 6, 5.155321439916443
lookup, 279, 103, 6, 5.851123750791423
lookup, 280, 103, 7, 8.15566983446576
lookup, 281, 103, 6, 4.901555080251823
join, 282, 104, 163, 169.243300296958
lookup, 283, 104, 7, 9.197991571453402
lookup, 284, 104, 6, 5.4253533426855975
lookup, 285, 104, 7, 6.926501553234328
lookup, 286, 104, 5, 4.780309808837524
join, 287, 105, 163, 113.61656222776898
join, 288, 106, 172, 158.87886754171655
lookup, 289, 106, 7, 6.353249447204739
lookup, 290, 106, 4, 4.854564423288696
join, 291, 107, 192, 124.74940589761287
join, 292, 108, 170, 138.65616917902994
join, 293, 109, 184, 139.60169419128985
join, 294, 110, 164, 110.14067864798392
lookup, 295, 110, 7, 5.313982890703847
lookup, 296, 110, 4, 4.0094451207585475
lookup, 297, 110, 4, 3.6698756462557256
lookup, 298, 110, 5, 5.499955156534345
lookup, 299, 110, 5, 5.747834285094683
join, 300, 111, 170, 117.94641043301189
lookup, 301, 111, 6, 3.935813650487596
lookup, 302, 111, 7, 6.957638798674834
lookup, 303, 111, 5, 2.677899374662258
join, 304, 112, 184, 138.57686446818667
join, 305, 113, 184, 147.87727167760062
lookup, 306, 113, 4, 4.750403530745352
lookup, 307, 113, 5, 7.015864223336596
lookup, 308, 113, 4, 4.046664966999286
join, 309, 114, 171, 101.42485787741896
lookup, 310, 114, 5, 4.18178942899968
join, 311, 115, 173, 121.26798441516009
join, 312, 116, 161, 109.76035231353617
lookup, 313, 116, 6, 3.3128698526015548
lookup, 314, 116, 7, 4.572973487627466
join, 315, 117, 199, 193.35807173990992
lookup, 316, 117, 4, 4.567633765318532
lookup, 317, 117, 4, 2.4878014073276677
lookup, 318, 117, 5, 5.18434183083198
lookup, 319, 117, 6, 5.39448972680303
join, 320, 118, 162, 119.74467456142227
lookup, 321, 118, 4, 1.1934960473101734
lookup, 322, 118, 6, 3.3814748011845883
lookup, 323, 118, 8, 7.363630188478146
lookup, 324, 118, 7, 5.804153705976024
join, 325, 119, 189, 181.88785202588772
join, 326, 120, 188, 101.5336416058059
lookup, 327, 120, 8, 5.539766675372131
join, 328, 121, 191, 124.7798622207738
lookup, 329, 121, 5, 3.3713023702430305
lookup, 330, 121, 8, 6.767488846813729
join, 331, 122, 182, 133.22678177789612
lookup, 332, 122, 5, 4.106212602055433
lookup, 333, 122, 4, 3.4976254954806003
lookup, 334, 122, 6, 4.477064402079984
join, 335, 123, 180, 181.20610943233032
join, 336, 124, 163, 111.97237447358403
lookup, 337, 124, 5, 3.310812403374225
lookup, 338, 124, 6, 4.644229290777158
lookup, 339, 124, 7, 3.5963891041699623
lookup, 340, 124, 3, 3.60993936926202
join, 341, 125, 192, 139.34068940055172
join, 342, 126, 212, 153.07844095930383
join, 343, 127, 190, 127.74245699844423
lookup, 344, 127, 4, 3.0884098485142553
lookup, 345, 127, 5, 4.350987227715386
join, 346, 128, 192, 178.53665217957928
lookup, 347, 128, 5, 3.0027682222516496
join, 348, 129, 181, 167.55118689457072
join, 349, 130, 159, 142.92879661638102
join, 350, 131, 160, 134.7932651544434
join, 351, 132, 185, 160.74096833618057
lookup, 352, 132, 5, 2.807155541200487
lookup, 353, 132, 5, 3.770947702098478
lookup, 354, 132, 3, 1.995787830597373
lookup, 355, 132, 5, 5.181691476302856
join, 356, 133, 166, 109.70281588940277
lookup, 357, 133, 5, 4.776595616328002
lookup, 358, 133, 4, 2.2113434379501005
lookup, 359, 133, 5, 5.03708269430313
lookup, 360, 133, 6, 4.362852014897543
lookup, 361, 133, 5, 3.724079877296014
join, 362, 134, 188, 178.7584650188892
lookup, 363, 134, 6, 3.4717131412413087
join, 364, 135, 182, 155.65430905483242
lookup, 365, 135, 6, 3.6338378365489756
lookup, 366, 135, 5, 4.48338562742205
lookup, 367, 135, 6, 6.804831618921607
join, 368, 136, 183, 139.77864285935675
lookup, 369, 136, 6, 3.7087158857747182
lookup, 370, 136, 8, 6.138609285535818
join, 371, 137, 176, 120.76883825451068
join, 372, 138, 185, 175.11584535255753
lookup, 373, 138, 4, 2.398942225810668
lookup, 374, 138, 6, 7.108565352206383
join, 375, 139, 170, 150.58296114987948
lookup, 376, 139, 5, 4.83405408148308
join, 377, 140, 183, 140.0304269142162
lookup, 378, 140, 9, 6.729245081021252
lookup, 379, 140, 6, 4.299438498888036
join, 380, 141, 181, 132.90910687981062
lookup, 381, 141, 4, 3.231561852226637
lookup, 382, 141, 7, 3.8827674203475757
lookup, 383, 141, 6, 3.9811591906999695
lookup, 384, 141, 5, 4.807457376801224
lookup, 385, 141, 6, 5.019359941134587
lookup, 386, 141, 4, 4.027206589285373
join, 387, 142, 201, 147.70977775446622
join, 388, 143, 189, 137.65342064405152
lookup, 389, 143, 6, 3.77037861728489
join, 390, 144, 223, 185.8072449167452
lookup, 391, 144, 5, 2.902311929420087
join, 392, 145, 184, 153.15884461274283
lookup, 393, 145, 6, 4.537199580222481
join, 394, 146, 190, 151.09788813162112
lookup, 395, 146, 4, 2.708997846308063
lookup, 396, 146, 5, 4.153360541095956
join, 397, 147, 197, 164.3542084293165
lookup, 398, 147, 6, 4.183741765833545
join, 399, 148, 204, 198.23271274388148
lookup, 400, 148, 5, 4.583933004791122
join, 401, 149, 198, 145.36056175518368
lookup, 402, 149, 6, 6.171126257721111
join, 403, 150, 177, 156.53140551928203
join, 404, 151, 189, 144.51123686883795
lookup, 405, 151, 6, 5.747801651084447
lookup, 406, 151, 7, 5.391094657290548
lookup, 407, 151, 8, 7.017287630765506
join, 408, 152, 179, 120.64478225502356
join, 409, 153, 188, 142.73139862444802
join, 410, 154, 177, 153.4716834610677
lookup, 411, 154, 5, 4.658374759351935
join, 412, 155, 183, 146.06959416934578
lookup, 413, 155, 8, 6.033625134234663
join, 414, 156, 189, 200.3603889924841
join, 415, 157, 192, 155.68240574834408
lookup, 416, 157, 5, 4.317622648358379
lookup, 417, 157, 5, 3.0087729969084647
lookup, 418, 157, 8, 5.716351926603993
lookup, 419, 157, 6, 3.2706913578532264
lookup, 420, 157, 3, 1.260682813275571
join, 421, 158, 200, 153.22098653188715
lookup, 422, 158, 6, 5.254661253309452
join, 423, 159, 184, 134.1340945450871
lookup, 424, 159, 4, 5.682896978096335
join, 425, 160, 187, 179.9322255652239
lookup, 426, 160, 5, 7.859075155633828
lookup, 427, 160, 6, 6.5819777189364945
join, 428, 161, 208, 173.2699498104495
join, 429, 162, 205, 164.48147279947273
lookup, 430, 162, 6, 3.2720671291437817
lookup, 431, 162, 4, 3.2744404791627106
join, 432, 163, 189, 182.63660225302445
lookup, 433, 163, 6, 4.941536061779947
lookup, 434, 163, 9, 6.154601254359449
join, 435, 164, 196, 155.96665822396355
join, 436, 165, 201, 136.1776544978652
lookup, 437, 165, 7, 4.3678385242596525
lookup, 438, 165, 6, 3.887874794819023
join, 439, 166, 206, 160.75623662922956
lookup, 440, 166, 5, 5.015751837207855
lookup, 441, 166, 6, 4.282405753720212
join, 442, 167, 184, 194.40933774551488
lookup, 443, 167, 4, 4.866208266706323
lookup, 444, 167, 5, 4.0900606755585756
lookup, 445, 167, 6, 5.610053401709807
lookup, 446, 167, 7, 5.468885634874726
lookup, 447, 167, 4, 4.866208266706323
lookup, 448, 167, 7, 4.297485365869537
lookup, 449, 167, 5, 5.049167549829197
lookup, 450, 167, 8, 4.185933733797801
lookup, 451, 167, 6, 3.6949062028551243
lookup, 452, 167, 5, 3.5805348978830662
join, 453, 168, 208, 194.1670318542723
lookup, 454, 168, 5, 5.469155994005827
lookup, 455, 168, 5, 3.0496882684210376
join, 456, 169, 197, 153.82942783955352
lookup, 457, 169, 8, 6.516102519432462
join, 458, 170, 195, 192.68808047500244
lookup, 459, 170, 4, 2.861401866219151
lookup, 460, 170, 6, 6.320010687228184
lookup, 461, 170, 5, 3.227099871693351
lookup, 462, 170, 5, 3.641462744370962
lookup, 463, 170, 3, 0.659698868169668
lookup, 464, 170, 7, 5.943760215228863
join, 465, 171, 189, 107.65691358329217
lookup, 466, 171, 6, 5.275841794631023
lookup, 467, 171, 5, 3.7298994404445054
lookup, 468, 171, 7, 4.911801629237813
lookup, 469, 171, 8, 6.6606903085454805
lookup, 470, 171, 7, 5.097215569112672
lookup, 471, 171, 6, 5.268873950381253
lookup, 472, 171, 5, 4.723380458640538
join, 473, 172, 198, 165.0757515181454
lookup, 474, 172, 5, 3.8270859607491023
join, 475, 173, 207, 142.71919277731308
lookup, 476, 173, 5, 3.8532830575869905
lookup, 477, 173, 5, 3.402910294599125
lookup, 478, 173, 6, 4.398717113853896
lookup, 479, 173, 6, 2.5148815360991805
lookup, 480, 173, 9, 5.0387815318198435
join, 481, 174, 199, 132.46989141896287
lookup, 482, 174, 7, 6.049906608769097
lookup, 483, 174, 5, 3.38490680309223
join, 484, 175, 190, 163.95996026461214
lookup, 485, 175, 7, 3.3786097798625274
lookup, 486, 175, 6, 4.062222849195436
lookup, 487, 175, 7, 5.220182393247131
lookup, 488, 175, 6, 6.971129605604889
lookup, 489, 175, 3, 1.3717020207519182
join, 490, 176, 193, 149.15355903581022
lookup, 491, 176, 3, 1.2140430419843478
join, 492, 177, 196, 154.68392384408085
join, 493, 178, 231, 167.7104101056537
lookup, 494, 178, 9, 7.021992845374857
lookup, 495, 178, 7, 9.302260926959258
join, 496, 179, 204, 150.08744932095317
join, 497, 180, 172, 130.1836743776539
lookup, 498, 180, 5, 6.055387283670882
lookup, 499, 180, 4, 2.283413489166454
lookup, 500, 180, 5, 4.022519585710265
join, 501, 181, 185, 157.0742178825073
lookup, 502, 181, 5, 3.473561294749702
lookup, 503, 181, 4, 3.125978060715193
lookup, 504, 181, 7, 8.047187944705204
lookup, 505, 181, 5, 2.928956389091844
lookup, 506, 181, 5, 1.876757226969841
join, 507, 182, 194, 166.4233968071918
join, 508, 183, 180, 118.68294471761975
lookup, 509, 183, 5, 4.613855892499465
join, 510, 184, 204, 130.94359166496022
join, 511, 185, 185, 141.22558742472094
lookup, 512, 185, 6, 5.094568237798244
lookup, 513, 185, 7, 8.438703151928507
lookup, 514, 185, 5, 5.594685933567889
lookup, 515, 185, 6, 5.349104497781509
lookup, 516, 185, 4, 5.230359010976141
lookup, 517, 185, 6, 3.90259000211327
lookup, 518, 185, 7, 8.194250408748562
lookup, 519, 185, 5, 2.2136979505368903
lookup, 520, 185, 4, 3.8605205688215007
lookup, 521, 185, 7, 5.809443839017954
join, 522, 186, 222, 169.96362018734328
join, 523, 187, 217, 222.08807721726188
lookup, 524, 187, 4, 3.499724104170096
lookup, 525, 187, 4, 2.762322914876031
lookup, 526, 187, 6, 6.521939644457048
join, 527, 188, 210, 188.64279762448174
lookup, 528, 188, 6, 3.949584396315932
join, 529, 189, 199, 156.182428031507
lookup, 530, 189, 7, 6.143696001100375
join, 531, 190, 206, 181.5902599903316
join, 532, 191, 193, 159.39278674363007
lookup, 533, 191, 5, 5.394261276174171
join, 534, 192, 211, 160.9115007683919
lookup, 535, 192, 5, 5.079687313669403
join, 536, 193, 197, 113.26504009817123
join, 537, 194, 197, 183.65797369844861
lookup, 538, 194, 6, 6.691132837443352
lookup, 539, 194, 6, 6.638508013135689
join, 540, 195, 191, 125.32585762750658
join, 541, 196, 189, 140.44423828882233
lookup, 542, 196, 5, 5.227837884461326
lookup, 543, 196, 5, 4.822645332544573
lookup, 544, 196, 7, 4.712453330752362
lookup, 545, 196, 5, 4.479649121739117
join, 546, 197, 206, 161.36943518851825
lookup, 547, 197, 5, 4.951888278125505
join, 548, 198, 207, 162.7642470977421
lookup, 549, 198, 6, 5.721552082089165
lookup, 550, 198, 7, 8.786748745609392
lookup, 551, 198, 4, 3.0166479058279876
lookup, 552, 198, 8, 7.650239502648484
join, 553, 199, 199, 143.6492166881864
join, 554, 200, 192, 127.22204006085003
lookup, 555, 200, 8, 5.407174912044576
lookup, 556, 200, 6, 3.6719499400175906
lookup, 557, 200, 7, 5.405738990951939
join, 558, 201, 204, 121.50124529078519
lookup, 559, 201, 5, 4.465248103990587
lookup, 560, 201, 8, 5.976245357328282
join, 561, 202, 197, 171.9091058090775
join, 562, 203, 208, 209.25476486252654
lookup, 563, 203, 8, 5.849953104198615
lookup, 564, 203, 6, 4.946717317792846
lookup, 565, 203, 6, 6.0351024262670006
join, 566, 204, 192, 144.7087646773673
join, 567, 205, 205, 167.74080583196587
lookup, 568, 205, 6, 5.88949544686075
lookup, 569, 205, 4, 5.45315281929012
lookup, 570, 205, 6, 4.4568011827490706
lookup, 571, 205, 3, 1.3663679254490195
join, 572, 206, 203, 205.46903024374475
lookup, 573, 206, 7, 2.6622651961100283
join, 574, 207, 223, 198.62050601656003
join, 575, 208, 203, 212.3895557587873
lookup, 576, 208, 4, 3.3262672927356336
lookup, 577, 208, 5, 3.626219095243675
lookup, 578, 208, 7, 8.627390756585271
join, 579, 209, 208, 183.33905756518007
lookup, 580, 209, 6, 3.165813465192076
join, 581, 210, 220, 145.8130091921643
join, 582, 211, 199, 173.48013021462504
join, 583, 212, 190, 137.99672597699728
join, 584, 213, 198, 194.99245812487382
lookup, 585, 213, 7, 7.382212377778438
lookup, 586, 213, 3, 2.2939690285310963
join, 587, 214, 187, 125.08310739862726
lookup, 588, 214, 5, 3.7273423803774497
join, 589, 215, 184, 168.9489874080401
lookup, 590, 215, 6, 4.880529262444225
lookup, 591, 215, 8, 6.459252229554765
join, 592, 216, 204, 161.84169083342422
lookup, 593, 216, 4, 1.1762930939205085
join, 594, 217, 193, 163.17624376547434
join, 595, 218, 181, 101.81748555052398
join, 596, 219, 197, 159.65701441648895
join, 597, 220, 226, 165.42419672699734
lookup, 598, 220, 4, 1.6699563805645559
join, 599, 221, 213, 187.8255303273147
lookup, 600, 221, 6, 6.304048983547246
lookup, 601, 221, 7, 8.908644320666854
lookup, 602, 221, 5, 6.208378848544447
lookup, 603, 221, 5, 2.1440635911219545
lookup, 604, 221, 7, 4.794567746326644
lookup, 605, 221, 6, 5.577337533169934
join, 606, 222, 191, 119.57553344252788
lookup, 607, 222, 4, 4.804049577753618
join, 608, 223, 193, 150.91283845073394
lookup, 609, 223, 5, 4.120023310559382
lookup, 610, 223, 5, 5.5077166455399915
lookup, 611, 223, 4, 3.5263675868429747
lookup, 612, 223, 5, 4.266788509100992
join, 613, 224, 206, 147.23859097193355
join, 614, 225, 198, 154.83935037971239
join, 615, 226, 210, 186.42134250798466
lookup, 616, 226, 6, 5.9903634365971925
lookup, 617, 226, 6, 2.913569671432528
lookup, 618, 226, 6, 5.51492159953157
lookup, 619, 226, 6, 5.985720640152021
join, 620, 227, 215, 144.422801478448
join, 621, 228, 193, 189.97972692560813
join, 622, 229, 195, 163.87879717225633
lookup, 623, 229, 7, 3.5155918397270693
join, 624, 230, 207, 156.65301610011264
join, 625, 231, 201, 150.7946265885291
join, 626, 232, 192, 169.3975594071976
join, 627, 233, 210, 135.87098159728623
join, 628, 234, 185, 105.49036074308108
lookup, 629, 234, 7, 8.415554563657091
lookup, 630, 234, 7, 5.189706431813133
join, 631, 235, 194, 144.07228922291483
join, 632, 236, 186, 151.70895026896318
lookup, 633, 236, 7, 4.370247580528958
join, 634, 237, 186, 196.9527028381583
lookup, 635, 237, 6, 9.043631684671043
lookup, 636, 237, 6, 2.3626249985639953
lookup, 637, 237, 8, 6.576370874903334
join, 638, 238, 191, 128.2214310989977
join, 639, 239, 203, 213.71546214459738
lookup, 640, 239, 7, 4.118569806263774
lookup, 641, 239, 5, 4.720545319822454
join, 642, 240, 260, 204.33660370816327
lookup, 643, 240, 5, 3.847792990435382
lookup, 644, 240, 6, 5.718978227782874
lookup, 645, 240, 8, 5.92487104443493
lookup, 646, 240, 7, 5.412937924409972
lookup, 647, 240, 8, 6.300783387708284
lookup, 648, 240, 6, 2.37046463099784
lookup, 649, 240, 4, 2.2593102748177145
lookup, 650, 240, 4, 3.568583262149122
lookup, 651, 240, 7, 5.62477443002454
